,Name,Comment
1256,Wolmarpf,"Dá-lhe Trump!!
👏👏👏"
1257,Sheryl Clark,CDC said all these things
1258,Clarke Ward,"Wish they would have a none biased moderator, she keeps cutting DT off. She makes him win. Her tone is so pointed…"
1259,Sheryl Clark,U doing great trump i don't blame u
1260,ирка иванова,Behind  Biden theirs is a good democratic group and he will think before the taking decisions . Trump is too impulsive for politic life
1261,Knight Walker,She. Seems biased and hates trump biden gets a lot of time to speak....thats not fair
1262,Young Fellow,"This woman is just biased . It seems like she on Biden side . 
Why does she call biden vice president? Is he vice now ?
She is not making  it right . She should have  said Mr former vice president not Mr vice president.  That is a crap!!!!
She just keeps cutting Trump. Why is she not allowing the president to finish his point . She is being biased"
1263,malcom bmb,"America is not just the United Snakes of America. There is centrale America, south America etc... we need an Indigenous  American like me in office that's Y Climate change with the sun heating up at at least 100degrees gone set the record straight. Amen RA"
1264,Joe Joe,"8:10
And this is why Trump will win.
While Biden is too busy just attacking Trump about a disease that NOBODY knew anything about(like he would have done a better job)or how to cure it, Trump calls him on his lying bs right here."
1265,Kris Cowell-Llorens,"Put up some plexiglass, folks."
1266,damien mc namara,6:41 Europe is not a country! It's a continent
1267,Clever chimp,This isn't a debate this is the roasting of Joe Bidden 😂 it's actually worrying that a guy like Bidden can run for president.
1268,Sheryl Clark,I know some ppl there they didn't know. They thought all this trump mistake is repeating cdc
1269,Tyler Moore,"Biden is clearly cabal. Don’t fear this man, fear the agenda behind him."
1270,Contalei,Why Sky news is so anti Trump???
1271,Hot Wheels,"Hate to say it but Trump did very well in this debate, he definitely won"
1272,Sheryl Clark,Cdc said all this
1273,Org Borton,COME ON MAN........Corn Pop  .........
1274,Dave O,"Trumps a brilliant speaker, no doubt about it !"
1275,Acreage Funeral,BIDEN wins there will be more people  out hand handling then ever 😱
1276,Sheryl Clark,Some r some ppl die with the flew stupid
1277,Sheryl Clark,U shut it all down u said it
1278,Derek Johnstone Fraser,"this is like having to choose between a punch to the face, or a kick in the balls.........."
1279,Duane Haddock,TRUMP 2020.  .4 MORE YEARS!!!!
1280,Rel One,"This exchange of slander and misinformation is evidence that this 'corporate government' does not represent the people nor is it of the people nor by the people. Clearly, it does not matter who runs the company, not one so-called politician speaks of restoring the republic nor sovereignty of the people."
1281,Harrow,South Park was right about politics
1282,silent Jay,So bidens plan it to wear masks
1283,repoblacius grandus II.,2 Trump : Biden 0
1284,Luiz Allgayer,Biden is plausive in all anwers besides Donald Dump
1285,Mei,Biden doesnt even make sense
1286,YodaWay,I smell a landslide
1287,Chef Simplicity,This is how fat old rich grandpas fist fight.
1288,Margaret Odoi,"If the people don't wear the face mask what will he do, because there is a lot of countries which their people don't want to used the mask"
1289,Rani's Pakistani Cuisine,Did Donald trump had a corona virus injection?
1290,dorothy David,Not a boxing tournament this time glad they came with their hands not gloves.
1291,Ai Sama,"I’m not American but damn trump got good points 
Hopes he wins 
The moderator she’s so wack"
1292,Damaras,I'm agreeing what Biden says
1293,min ko ko tun,Biden wear mask to show he is following health practices. But look when he removed the mask to talk he Stupidly touched these middle part of the mask. It means he is not fully following the practices. He is all talks only. Mask should be removed from the rubber band only. He is holding used mask not throwing away and reuse it.how bad is he.
1294,Mark Cannon,Biden is simply horrible God forbid he gets in
1295,Sheryl Clark,Nothing
1296,TheLatiosnlatias02,#Trump 2031
1297,Carolyn Ayala,Biden’s speech irritated me with stumbling over his words. Get it out dude!
1298,Bebe Ha Bebe,The moderator GAVE PREFERENCE AND WAS BIASED AGAINST PRESIDENT TRUMP
1299,Joy24,"Since Sky News is owned by Rupert Murdoch, FOX News owners. Of course, Austrialia doesn't have to worry. Once the American Pandemic is over, American Democrats won't be spending our money in Austrialia. Don't worry Australia won't have to accept our tourist dollars. We won't come anywhere near downunder ever again."
1300,Waris Islam,Kk
1301,Helen Douglas,I think Joe Biden got the virus early and locked down in his basement.
1302,Youtube Essentials,For God sake vote for trump guys. Even though  i live in iran but i think what biden says is just a joke
1303,David Winters,"The moderator did an ok job, some good follow up questions. Trump is the clear winner here, no knockout blow, but some good points. the fossil fuel comment might cost Biden a State or two."
1304,jprolls rolls,"Whoever gets elected, the fact a clown and a corpse are candidates bodes ill for the United Snakes and well for the rest of the world that has been looted and impoverished by the nation of warmongers."
1305,Wes Brown,"Let’s talk about what we’re talking about, Joe Biden."
1306,Hwayeong Lee,My birth day is the vote day
1307,abdul Kashim,Full of nonsense!! God bless America 😂😂😂
1308,Alison Booth,Trump shouldve told yoyo joe about the Tesla Med Beds 😊
1309,Markus Robertson,Yes Donald Trump speak over that lady that's what I'm talkin about speak the truth
1310,John Vengesai,It's totally a big difference between Americans president of America because he abuses the world and create starvation internationally and domestically and internationally he doesn't know that United States s voice message internationally was respected
1311,Sheryl Clark,U a joke Biden
1312,Contalei,Well done Trump
1313,Pierre-Luc Taillon,"When I hear Biden speak, I can't help but picture Hillary again [...] Modern politic 2.0."
1314,Carl Jones,Massive bias from the presenter. Always interrupting trump and allowing Biden to speak
1315,Matthew Griffin,Listen guys trump is a business man I’m voting for him the reason why. Is he has a knowledge well spoken man!!
1316,Noah Posner,1:08:55
1317,ak11230,Fantastic moderator She really did good job ....
1318,rey Castaneda,I still haven't heard how either one of them is going to make America again so now there's a cure for covid-19 man what's the cure for cancer
1319,CED OklahomaBeast,Biden sound like a preacher on tv sunday morning 😂
1320,Anyah Orji Michael,Believe me Trump gona win this election and will deliver a great job for the people of Americans
1321,Méçɪ ᴄᴀʀeᴄᴀ,Trump2020
1322,ethan Hofmann,10:10 😂😂
1323,G M,"Reality is, Trump is just another puppet put in place, I do not like him, but this Joe, he seems to be a total I... T"
1324,ckomit,"There so much bull coming from Trump, I wouldn’t believe the time of day from him."
1325,Troy Alexander,This all a debate of opinion  an the issue of bureaucracy is not just about politics
1326,Philip Edelstein,dems don't want the covid to go away because if they can't control the country they'll use it to control the people
1327,Michael Tan,Is Biden corrupt ? The entire world is .
1328,Michael Cullinane,Americas finest men 😂😂😂😂😂😂
1329,clifford RICHARDS,Biden is an outright liar! He openly lies even when video evidence is in the public domain and yet people trust this man.
1330,Helen Douglas,What are wind turbines made of?  Steel. How is steel made? Oil is needed to run wind turbines.
1331,Olivier Breton,2020 is a nightmare
1332,Lawrence Surname,55:49
1333,Remzi Bajrami,I heard more about China and Ukraine than taking about US
1334,JOHN David,"Biden has displayed a good case of dementia, in this debate. He can't remember what he did and what he said.
He waited till near the end of the debate to defend his emails and Ukrainian ties, even though it was brought up at least two times previously. 
And then disputes his position on fracking. Telling Trump to show the tape..."
1335,Paul Wilson,I wish america would get out of other countries and try and live a peaceful life together with their own political theories. besides biden and trump look like they have been dug up. who said capitalism is dead eh?
1336,Jazz&mimi ;-;,I was fined for not having Obama care. I don’t want it again. It was forced to have healthcare or pay a fine. WTF!!!!
1337,Gary Fletcher,Mass rioting and the uprising was'nt mentioned once. Two cowards.
1338,Ro Morling,"Thank god I stay in Scotland, good luck to both of them though"
1339,G R,Is it just me or does Joe Biden sound like the hitchhiking murderer in Something About Mary?
1340,Fortes-Fortuna Juvat,C'mon Man!!!!
1341,Louis Born,1:14:47 😂😂😂😂
1342,Мытищи Стайл,"Where is a russian translate? It is a Trump vs modern Hitler and we need to know for what to prepare.
P. S. It is a joke. Of course we learn the language of potentional enemy at school.
P. P. S. If Trump wins we will start study chinese ♥"
1343,Ghazwan Hana,"All what I have to say, is Lord have mercy on us and save us from all the world of darkness,  in Jesus name amen"
1344,The Lich,TRUMP🇺🇸🇺🇸💪💪
1345,Linda Bashir,Trump deserves another year
1346,Jenny Hulme,Look at the smarmy countenance of Biden - he’s such a snake
1347,Anyah Orji Michael,Trump 2020
1348,Jasvir Singh,Trump 2020
1349,IJK Baluch,"There is no danger 2 US EU or UK security,  they all just want to dictate and rule the world steal their resources  b y  making of unjust law.
like Halako Khan Mangols Alexzander The Great  Roman empires Briton war lords Kings and Hitler of Germany did & nothing else. 
They steel resources of third  world countries and steeling money from them. "
1350,Joseph Sankhil,This show is better than American got talent.
1351,Josh Pellot,Trump 2020
1352,Daniel & Cherry Pham,"Action speak louder than talk. Action don’t tell lie. Biden just talk and lot of empty promises and whatever he did is a mistake ( that he been admitted) and he have been in politic for years and can’t do anything that why Trump is in the seat due to Obama and Biden had do nothing good. Look at Trump, he just been in politic for few years and as president he had done so many thing that other president and Obama and Biden can only promise. Well, we all know politic lie. But atleast, Trump had done more than any other president add up just within 3 to 4 years. With Trump we see action. Good luck American people."
1353,Jake Kelk,Biden using the dead to play on people heart strings sums him up really
1354,Daniel Cannon,"Seems, like Trump is debating Biden and that lady.🤔"
1355,kishan singh,Every loser forecasting that trump lose..I think trump will win this election...vote for trump..
1356,Jozsika Bari,I always hated trump........until now
1357,Ebimoweni Napoleon,"Biden don't have a clear program and objective for America. Trump's is pragmatic, objective and definite. I  recommend Trump's to be elected for the office of the presidency."
1358,Robbie-10-76 Baker,Biden will destroy Oil
1359,mA,"Reminder.
We still don't know if she sat on that guys whistle."
1360,lil bru,trump won this!
1361,Michael Smith777,Biden is a joke
1362,Edwin Aguila,vote biden
1363,Waz,Every time Biden says not true that’s a reactive response to a truth. Listen he never says it for stuff which may not be true.
1364,vijay puru,TRUMP SHOULD WIN AS HE DOING A GREAT JOB FOR HIS NATION NOT FOR ANYONE AS IF U SEE AMERICANS LOVE TRUMP!! TRUMP WIN 2020
1365,Eugoh,Aye I’m sorry but the reason why the black community is looked at like that is not Just because of racism. They also need to take accountability for their bad apples instead of trying to defend them and justify it. That’s all I gotta say on that. Hold your own that do wrong accountable and I bet that alone will change ALOT
1366,THANG ZA LIAN Valung THANG ZA,I one more  Trump 👍👌
1367,Rosie Ainslie,Interesting.  My comments were taken down.  Golly.  Censorship is not confined to our internet monopolists.
1368,Ljuben Ljubenw,Macedonia for Trump
1369,Zenith Bear,Both Biden and Trump are clowns change my mind.
1370,Izelle Doria,Biden Americans DO PANIC!!!
1371,Paulo Alexandre,Covid-19 is a monumental lie.
1372,Prince Edward,If Trump lost ..... China 🇨🇳 celebrations 🎊 n time to penetrate American buying over more American company n made the Americans work for China companies. The dragon 🐉 is back soon .....
1373,WOODSMAN,two senile puppets perform for the illusion of power
1374,PRINZ LADY 3,TRUMP GO HOME
1375,Davin Lewis,"Politician callout by Trump was very effective. Joe has a lot ""kitchen table"" lines.
Both lack facts and substance.
Strangely war and terrorism was not a subject in the debate.
Much better debate than last time."
1376,I Am,Biden is a joke
1377,Derek Super Strong,Trump 2020 need more wall need more wall trump 2020
1378,cedric belle,"Isn't this an australian news source, why do they care about the United States 😒"
1379,Goleniow Srary basen,Biden jest nacpany
1380,Kennon Williams,He only for rich americans
1381,Karl Klawatsch,"Mr.Präsident Trump und Mr.Biden haben für einen Präsident der USA doch schon ein vortgeschritenes alter ich meine dazu das der vorhergegangen Präsident           Mr . Obama täglich Täglich  14 Stunden  und mehr gearbeitet hat 
Im weiteren sind beide kanditaten sehr Carismatisch und                   ich als nicht Amerikaner hätte Mr.Trump vorne gesehen jedoch das Team was Mr Biden um sich hat ist schon eine Ansage an die Spitze ."
1382,SmSler55,Under Biden's new plan gasoline will only be $10 a gallon!
1383,Yasumori,boring
1384,Some Guy,God help your country if Biden wins
1385,Amina Ahmed,Is about money not humanity if it was humanity there is no one safer in the country and in the worlds
1386,James Barrett,Trump 2020
1387,Ben Lorevil,"I feel Joe doesn't know what he talking about ,im not an expect but common sense we can't close the country period!!!!!"
1388,themathpro 3,Trump 2020
1389,IRON60 BITCH,Joe Biden has a 40+ career of nothing Donald Trump has done more in less than four years the most of the democratic party
1390,Nostal-Jim Adventures,Trump 2020
1391,jeime luk,It was like watching two fibbing old dudes streetfighting in the neighborhood of NY
1392,ワンこいちゃん,"intercept Trump speech a lot , but very few for Biden!!!! Very unfair debate!!"
1393,April Kayy,Come on🤦🏽‍♀️😂😂
1394,Skhanyiso Mthethwa,Why won't she let trump finish his answers 😑
1395,Sheryl Clark,Yes i like her better she's not biased
1396,John Holland,"Thanks Sky for releasing this with a clean screen, really appreciate it."
1397,Avondre Tucker,1:14:09 is this on purpose or is this another joe gaff
1398,Sagrav Vjl,Thank YAHWEH for The VICTORY 🇺🇸❤️🌹!!!...
1399,young simba,This is Clean version of he debate sly new y'all release to explit version of the debate
1400,Jalen Melendez,54:55
1401,Guinho Lopes,"Trump (USA) + Bolsonaro (Brazil) = Technology and development + ores (niobium, graphene, uranium). Screw it, China!!"
1402,Tezcatlipocaxolotl,1:28:20
1403,agatha wharren,37:21
1404,Atwine Stuart,😃
1405,Bully Mguire,i am always with old steve rogers.
1406,Edson Pádua,AveDVX ✋
1407,una,not trump calling europe a country 💀💀
1408,Suresh P,"Fact Checked.
Claim: President Trump claimed Mr.Biden called Blacks as Superpredators.
Fact: Hillary Clinton said that and Mr.Biden said these 'predators on our streets' who were 'beyond the pale'"
1409,Cobra Six,Joe is for private prision systems. Money money money
1410,Tezcatlipocaxolotl,she doesn´t watch him on his monologe ..... this is unfair... he had no support there.
1411,trump2020,As if Youtube removed my other account because I spammed Joe youtube asking him to come clean about hunter laptop of hell.
1412,Heena Ghai,The lady is biased. She is saying all the time 10 seconds to Trump and not letting him give a response.
1413,SOFIA ALAINEN,Did he- did he- say.. good? 1:04:10
1414,knicks 78,i love trump and im muslim the guy is to real
1415,sky1976ful,At least Trump is trying to reassure people. Biden does not. He is one of them. It's as clear as water.
1416,Reem Edits,Lmao I can’t tell if this is a comedy show or an actual presidential debate 😂
1417,S B,"I swear, every time Biden speaks my brain hurts."
1418,Jenny Hulme,They democtarats are simply looking to make money of this scamdemic - it’s a profitable business to keep it going -  non of them will make money if we all get herd immunity
1419,Michael Placzek,"Here, we can see Biden get owned debate-wise"
1420,Angle Vertex,Trump get access to the vaccine but Americans don't lol
1421,keekee Comrie,Biden is a sell out .
1422,Monique Luo,"Vaccum cleaner, LOL"
1423,stay 《 humble.》,Who built the cages Joe
1424,diesel92kj1,U
1425,Сделка,Love the President’s comments!!!!
1426,ken w,BIDEN CAREER FRAUDSTER
1427,irrelevant ideology,"Yeah, the thing about sending drug addicts to rehab though, is that it only works when they actually want to get clean. It could work or it could fail miserably.....the rehabs would have to be amazing and government ran entities usually are not amazing but mostly suck."
1428,Jordanski,Trump 2020
1429,Larry Epstein,Go trump u go get it we need the 2n round bad u the man
1430,Captain Crook,Whoever wins ... We lose!
1431,Agabus Vermont,American Business Man against American Politician
1432,Daniel,china
1433,Donald Elizondo Mountain Dew Herbert Trump,"why is Australia so ""Invested In A U.S. Election""???"
1434,pokerbob05,"immune? really?
wow what a stroke of luck that the very person in presidential talks with Biden is the president of the  United States. it's either an extreme coincidence with impeccable timing or god truly does exist..."
1435,NanoRussian Bot,"We are about to lose 200,000 more people? How does Biden know? Amazing foresight!"
1436,Dragon-Lord Ember,Who won this debate?
1437,Waz,She was a great moderator 👩‍⚖️
1438,Ian Smith,Who are they going to steal the vaccines from  besides he's just become a carrier passing it on to whoever he comes into contact with 🧟🧟🧟 trump the world's most dangerous liability
1439,Ltd SMD,"Years-long impeachment against Trump’s Russian collusion was based on a frame up from Hilary Clinton, according to the report, to protect her and Biden from corruption scandals!

Go, President Trump, to drain the political swamp!"
1440,Mami Love,He lying about his taxes
1441,Derek Beswick,Biff is lieing again
1442,Lo Dollaz,Trump 2020 Wohoo 🏋🏽🌚🌚🌚
1443,The John Cooper Show,RIP Biden
1444,keekee Comrie,"Trump,  ""We are on the road to  success."""
1445,Jim Clawley,Trump over Biden any day of the week.
1446,Jane Preston,Trump all the way
1447,Spice Life,Crazy JB
1448,Ethan Gatenby,Trump alters everything he stands for and says in different questions
1449,lukaCOOKIE,Trump came across very well in this. Biden is creepy
1450,oopsfools,Who built the cages?
1451,Uttam Jha,Trump will triumph
1452,all ahli,Biden and his nest they are hating Trump. They were at the top of the country for 30-40 years enjoying their life and suddenly Trump took away that from them. So they are very upset with him now.
1453,Luke Regan,TRUMP 2020
1454,young scamp,Biden is gunna lose this election wot shame that is
1455,Jxc,Trumps wins again!
1456,Anna Ruohio,orange sus
1457,Stephan_Toth _Satisfaction_UK,This is a much better debate than the first one. It is more repectfull and civil.  Well done
1458,Suresh P,"Fact Checked.
Claim: President Trump claimed Mr.Biden called Blacks as Superpredators.
Fact: Hillary Clinton said that and Mr.Biden said these 'predators on our streets' who were 'beyond the pale'"
1459,Jonathan Wirth,Donald trump 😊
1460,Cobra Six,So called dreamers. Thought they were real dreamers. We dont owe them nothing.
1461,RaiderLee69,Trump train 2020!!!!!
1462,abysmal-dood yes I'm sure I entered name correctly,the new England medical journal is the most serious of medical journals. unlike some of the comedy medical journals
1463,Rein Slon,Spread the word trump donated 6 figures to the Clinton foundation and said Hillary was a wonderful woman he also believes people should be able to choose what restroom they go in no matter what gender they are
1464,Prabesh Uprety,American presidental election is for america not for russia china iran
1465,Apan Snoppen,Biden is senile...
1466,AMJAD HUSSAIN,Trump prepaid his taxes on a Walmart card lol   What a con
1467,Jay B,former vice president lol
1468,Maikeru ASMR,I can see Biden winning
1469,Chipper Pete,sky news is awful
1470,Mike Watson,Biden is brutal
1471,Tib0ss,BIDEN is trying to induce fear and terror so people wouldn't vote for Trump. Biden talks like a holywood actor.
1472,Robi Eri,"Who cares about your character joe? We don’t elect our leaders based on their characteristics, we look at their policies plan."
1473,Doug Frinkle,Is biden reading from a screen while Trump speaks for himself?
1474,Cujfugvj Hffhchch,Wow . Thank god im not in politics . It’s tough . I wish they could work together . So sad . The west will be like the east and the east will become the west .
1475,Gavin Theobald,"I'll be broke if Biden get elected, stocks actually will tank down"
1476,Kodi Behrens,I cringe when I hear Biden speak... Its like listening to a boring as lecture from a professor who is reading straight from a textbook lol
1477,Vonda Scott,"I hope people realize that no one can get medicaid if they make more than $1200 a month, which isn't even enough to live on as the only source of income.  So, how is Biden going to fix it,  He's not just more of the same.  The working class will pay for it through higher taxes.  He's (Biden) been in office for how long and he suddenly will be able to fix everything???"
1478,Margo Mckay,"The media are so biased against trump, every time he had a point ...it was let’s move on.. Biden yet again was spoon feed.. I have never seen a man in government that can’t be bought by the deep state, take as much abuse as trump has, and is still standing .. right from the gate go he was hated by all cooperations, bankers, governments and media....why is that.. it’s because he is not a politician, he has no diplomacy, he says crazy things, however he’s a business man, that will save America from that cliff edge it was on.. no matter what the democrats through it him... he will stand tall, take it on the chin and bring America back to prosperity where it should be... before obama, Biden, Clinton’s, and bush sold it all off to China.."
1479,Maliha SHAMSUDDIN,Tbh neither of them are good candidates.
1480,richard BERNARDEZ,This moderator is anti trump..
1481,kronoss897,"Joe Biden doesn't even need an opponent, because he is his own opponent the more he talks. That's some achievement right there."
1482,ko jak,"In 1666 the mayor of london was informed a fire had started in a bakers shop on pudding lane. He rose from his bed and bellowed  ""Tell the people to piss on the flames that will stop it""
The whole of London burned to the ground."
1483,BoredCody,1:14:30 who’s the Poor Boys? 🤨
1484,Bronson,Sleepy Joe boring everybody to death.
1485,Jacob Stank,"Look at that, Trump can behave if he wants to..."
1486,Wuck,It was US people's fault and UK people's fault from not properly social distancing. Compare to Korean and Japan w/ full control in Corona Virus which is very close to China... Talking bout Freedom w/o guidance.
1487,dangerously cool,final debate??
1488,IThought IToldYou,"We should bring in PUTIN he knows how to get rid of the corruption. 
Corrupt Politicians get arrested in Russia and get arrested Quick, not 
30yrs after."
1489,usarmyguardsman,"More fake talk about the corona virus. Fake numbers and more fake numbers.

The restrictions are killing more people via suicide, alcohol abuse, business closing, large businesses booming, false positive results, fake reporting. "
1490,Austin Holmes,How can one be xenophobic when two of Trumps wives are from Europe? Man...all Bidens doing is attacking Trump
1491,jeanne powers,Can everyone see who is on the ball..and who tells flowery stories..a Republican..and phoney  Democrat
1492,dennis lynn,"Like when Hillary got false information from Russian agents to use in the bogus Steel  report, which was used to get fisa warrants to spy on the Trump's campaign. That was the only Russian interference that most Americans heard of that is true. The Moeller report turned out to be a big goose egg didn't it."
1493,olecrowey,covid is a flu virus highly contagious //// but a cure is coming.... why cant they find a cure for normal flu. ?
1494,Linda Bashir,I love trump
1495,Lightning Jack,Fact check...is the Biden care plan really endorsed by the unions?? Or is it another false claim like the endorsement from the boilermaker's union.
1496,tinka T,Wow....clones are so realistic if one isn't familiar with such term one might be mistaken them for being a human being....Biden clone is very life like
1497,Tornado tornado,OK guys that's it I'm voting for kanye west
1498,Darrel Vela,Vote joe biden 2020
1499,Ilidio Almeida,Trump dont understand or dont want to get the black poeple situation 🙄
1500,Angle Vertex,All man really all has is his word & our president don't even got that
1501,Sean,"Sniffer in chief said it was a hoax. I hope trump supporters fact check with multiple sources. Don't believe ""fake news"" propaganda. Please use critical thinking. Trump is not a good person."
1502,Jam SF,"Donald ""it will go away by April"" Trump doesn't know how to debate. He doesn't want a debate where he has to stick to facts so he just says a bunch of falsehoods only his base will believe. Meanwhile, he's losing the majority."
1503,Jamie B,Host seemed to do a good job
1504,boost junkie,"37:28 taxs payer are called china 😂😂😂😂😂
great comback 👌"
1505,Mark Morrow,Biden is a joke
1506,Ian Folmar,LGBTQ FOR TRUMP 💞💞💞
1507,Nancy Laclair-Pointer,"I am so tired of hearing president Trump saying that the virus is ""China's Fault"""
1508,CC G,The moderator should be president!
1509,Jack,I wouldn't trust Biden with a pack of peanuts!
1510,DONZAI OFFICIAL,Trump has won end of
1511,David Sulley,"Count trumpfs lies, BYEtrumpf2020"
1512,tumadoireacht,"""My accountants told me that I can release  my tax returns  soon -as soon as I am completed with the deal"" Beautiful Tremendous  General Admiral Me"
1513,Lynn S,"Better than the first debate!   Biden referred to his opponent as “this guy” and “this guy here” says a lot about his own character.  Why do people blame Trump for the state of the economy?  It was great before the pandemic hit, and it will be great again once this is over if Trump is president again."
1514,CMM Network,She loves letting Biden respond but tries to shut down Trump when he responds. What a joke of a debate. Some biased debate. How do citizens of the US put up with this corruption that is so blaintent
1515,Anna Denisova,I do not believe Biden.
1516,Jacob Dilmaghani,I believe  in trump at least he has answer. Joe is older and not smart than trump. And he keep insulting trump.
1517,Josh Okok,LETS GO TRUMP
1518,Toni,"""I ran for president because Obama did such a poor job."" 
Funny that. The world respected Obama and liked him immensely, still does. Since Trump got in the world views both Trump and to a large extent America as clowns. Trump reduced the USA to a laughing stock in most countries of the world. I'm from the UK and we have Bojo our own clown in power but at least he's not at Trumps level yet!"
1519,Farsha 17,What is the point having a debate with no fact checker? They both just keep making points and both are lying at times with no reprecution
1520,Uzma Bashir,Trump has no plan whatsoever but Biden has an actual plan
1521,xavier honablue,Biden wins...dies of stroke... first black woman president.
1522,sayed asef mosawi,This is much better than the previouse debate for learning English and she seems to be in charge of both them
1523,Michael Bowker,Trump definitely won the debate
1524,Brian Phelps,"All i know is, one of theses people said the coronavirus was a hoax, a fired the previous pandemic team with the previous organization, and rather not trust science. Also lied and said he didn't want to tell the American people about this because of the results🤷🏿"
1525,BARTOSZUK2011,Vote TRUMP !! Yes for TRUMP !  🇵🇱
1526,Ian Vaughan,"Who is going to pay the bill for all these people?TAX PAYERS GOING TO PAY THAT BILL.MORE RAISED TAXES LESS MONEY FOR YOUR FAMILY,BUT FOR THE DEMOCRATES"
1527,James Dean,Trump 2020
1528,Nneka Nwanosike,Trump 2020
1529,Ben Mountford,"Plz go easy on me, but I would take Bernie over these 2"
1530,Stephen Ferguson,I'm not a trump fan but I hope he wins just to stir things up a bit 🤣🤣🤣
1531,Wolfy229,trump won it
1532,Margaret Odoi,I want to ask some thing why Obama did not do something about the killing of the blacks
1533,Low chun hung,If Joe becomes the president then China will quite surely become the most Powerful country in the world......and that will be a saddest day for the world
1534,Chipper Pete,"sky news is the worse, trump will win again"
1535,Gerson Ramos,Beat It Trump
1536,kevin valdi,Go go Trump
1537,Nivag Yelir,Trump spanks jo
1538,Stig Berge ជ្រាដដែល,"Thomas Woodrow Wilson  was an American politician and academic who served as the 28th president of the United States from 1913 to 1921. A member of the Democratic Party. In 1918 -1919, -  650.000 Americans died from the Spanish flue. Was it his fault?"
1539,S,"And that's why Americans will vote for Trump over Biden i think. Biden is too much of a politician - He came across as very shady and politician like.

I'm sure both trump and biden told a few lies in this debate though."
1540,Foglorne Leglorne,"C'mon maaan, Trump has done more for the US in the last ten minutes than Ol' Joe has done in all his decades in government."
1541,Raymond Smallze,Trump did that
1542,C.lalrinchhana Chhakchhuak,Trump ngawr2
1543,HIS Holiness rotten banana,Even if biden defeats trump nothing gonna make changes in America after all western ideology has a good grip to these folks
1544,Pk Winful,Don Trump
1545,David Kim,Trump killed it.
1546,OEB KING,Why does Trump look so stressed
1547,Eshwee,Yo I’m 2 minutes in and Donald is already pissing me off ffs..
1548,Eddy J,Donald Trump or New World Order!!!! it is your choice America!!!
1549,mahesh mendis,WOW ..... this was better than the 1 st debate   .. wayyyy better
1550,auric lim,Biden will raise the tax?
1551,John Miller,Trump 2020
1552,Johan The Boneless,I never seen Donald Trump be so nice before
1553,Tina Rivera,Biden looks fake and slow
1554,Atin aziz,Donald Trump' has not released his taxes. Public has a right to know nobody can be elected a president if taxes are not realized. Many countries did not elect the PM and President and many had to step down because they failed to declare their taxes. Our crateria to  elect a  President  he must be honest and declare his taxes.  I hope people understand.
1555,Real Face,Covid is fake wake up folks
1556,Richard Cooley,Trump Trump Trump yes
1557,Summer Rain,Trump 2020
1558,Kennon Williams,Yall see that they not caring about the poor...only the  middle class aand rich class
1559,Jessica Daniels-Brown,She is f biased. Trump needs to ask to respond to Biden. She asks Joe to respond to it. She is friend with Obama and Hilary. I know she is going to be biased before I even watch this.
1560,John Walpole,Trump will succeed
1561,Stay Tooned,"Joe Biden, That face lift is crazy, his looking about 50 years old"
1562,Abe Valdo,I’m Mexican and I have no problem whatsoever with REPUBLICANS. ☝️ 😎
1563,Speak Truth,"It is really hard to take down Donald Trump in debate, Just acknowledge it guys..."
1564,Sergen Durgut,I'm from Turkey but why I've been pleasing than follow to the american election ? :D
1565,Michael Myers,America need trump to stay as president from the uk
1566,fei xie,"中国的共产党总是在国内宣传表现冲锋在前，而且中国作为联合国常任理事国，应该会对这个高尚的国家《宪法》立法行为冲锋在前作出表率，先在中国《宪法》立法把贪污腐败比例作为政权合法的决定性指标之一，至于不贪污腐败是否干活和执政具体业绩指标等其它考核指标，3个月之后再定，如果遵守职责和高尚的人不致于在这方面落后，这样为世界反贪污腐败作出表率，联合国若推行这项世界各国《宪法》立法，可能减少世界各国以战争确定政权的方式，为世界人权、民主、法治、科学精神传说中的普世价值观作基础性的推广。而且应该提请联合国成立世界首席大法官、调查官联盟，……。: 关于任何一个政权，我觉得要不就允许人民合理的反贪污腐败，包括《宪法》立法确定不合法政权或某级政府的标准，比如某个时点开始随机翻牌抽样调查在岗官员违反《刑法》达30%以上，也要有合理的经济等考核指标，(普及宣传提高全国可能选民素质，至少能看懂比较详细的考核指标。)哪个政党执政都一样，不要总靠战争确定政权，打战会死很多军人和无辜者，良性竞争比恶性冲突好，……;要不就不被联合国承认是合法政权，因为造反的政权没法律标准，谁也没资格说自己的政权是合法政权，如果一定要比军事战争，世界大战可能全国全世界大部分人都…… 《爱贪污腐败或许不算爱国2019》(关系到各位利益和生死） 存海外网盘文件 ，可用免费VPN显示和下载,网址："
1567,Llcoola,Trump2020 BLDM
1568,Sheikh Prince,I want Trump back
1569,musea Tilahuen,Ethiopan is calling babel on is foling
1570,Cobra Six,Did biden just say dont worry teachers your all aint gonna die comon on man. Basically there is basic common denominator on deaths. Collateral damage come on joe.
1571,Won Cho,I obviously watched the moderator was sickly biased between them supporting Biden while cutting the on going talk of Trump.
1572,ahmed sabban,Mr Trump is just Jucker 🤣
1573,Andreea Alexandru,Bidan is so cocky for no reason. He's trying to mock Trump but none is laughing. I think his staff is keep telling him he has big chance to win for some reason.
0,Nick Dodd,This Presidential Debate: 'No U' extravaganza
