,Name,Comment
295,Richie Dee,"Wow 
what an Honor seeing our Beautiful Gracious First Lady at today's Patriotic rally"
296,allan john Petraello,"Trump's farewell tour rolls on. I'm sure by cramming so many in during a once in a century pandemic, there's going to be a few more also saying there final farewells. Don't worry Trump will accept your Darwin awards posthumously.  He loves taking credit for other peoples sacrifices"
297,MayanMuscle,"Woooooooooo its a full house !!!! Lets go president trump!!! My father and I are voting republican,  we realized our values and goals relate to them more. I didn't leave the left the left left me."
298,Jacqueline Glenn-McIntire,"She loves this country.
Thank you madam First Lady."
299,Mslady C,Aren’t ya glad its hot in Fl 🤣😂😂😂
300,A H,"so many ADDS.

Let YouTube know you won’t refrain from watching!!!"
301,Erik Lippert,"Hey Youtube, on the wrong party again with your subtitles?  Clueless as Sleepy Joe....thanks for prooving!! Lol!"
302,Emily Wilson,I love that guy.
303,Leo Fuchs,Communism was outlined with its present agenda by 1840 so we are fighting a anti human war that is almost 200 years old  you can read the history yourself if you really want to know.
304,Joshua Koenig,so  they are all ways telling me it's so save with masks and injections  and stuff and hostpitals so why not make every thing in to a hospital.  why not people  your like wall mart in to a hostpital Joshua yeah ever place it's supposed to be the save place right thats what they tell us so lets do it open heart surgery in wall mart joshua yeah go for it make every place a hospital and every car a ambulance.  it's the save place  yeah just go there stay there lock up justin Trudeau up in a hospital well you see is well how do i party with every ones money in a hospital well  you see ummm umm  well you see umm umm i  not sure what to say i going to have to get a lawyer to talk to you joshua um um um i am a coward and oh um um  i guess i  need to wear a mask right and stay in the hospital well how do i party  joshua  um um.   well if it's the save place make every thing in to a hospital. i mean ever place stop all the other jobs every one is now a medic and a doctor.  ok .  it's the save place they keep telling.   There is only one save place that is in Christ so stop the nonsense already.    and Justin Trudeau  i don't care if you party go a head your going to have to face the suprme judge Jesus so.   do what you want man if you want to party go for it.  stop telling other people they can't party and  telling them to go to the hosptial i know it makes you tones of money and you want to take all there money for your vacations but i mean just lay off the other people go do what you want.   and i don't care if your trump just trudua putin  pope of rome or president of china ok.  your men  or women.   or a doctor or physician ect... i don't care.
305,Freedom Lover,Biden is leading by double digits—really?  😆
306,meta psychological,"From a real gold studded penthouse to the Whitehouse, to be attacked every day, to have a rap video with a lookalike of this beautiful First Lady stripping in the oval office for TI is reprehensible to every woman with any dignity. This family has given up their management of all of their businesses, put a stop to growing them to concentrate on making the US the power house that was revered by the whole world. It WAS the epitome of freedom and power that demanded respect for all the right reasons. That is until Obama and Biden got their hands on it. Ever wonder why Obama would ever pick someone who has made blatantly racist comments ever since he got elected, even about Obama himself (look it up and be amazed). It now all makes sense, you need a corrupt politician to pull off what Obama did."
307,N B,What!? How did I not know about this? I wanted to go!
308,tuan Nguyen,President Trump 4 more years 🇺🇸🇺🇸🇺🇸🇺🇸❤️
309,Tom Friend,"I am 69 years old, I remember when John F. Kennedy beat Richard Nixon. Since JFK , I have never believe that no President would truly be for the common American as much as JFK, but President Trump has in my mind superceded JFK...yes we love you President Trump, only you can MAKE AMERICA GREAT AGAIN...."
310,TheRamblingBoy,"THE SUBTITLES ON TRUMPS VIDEOS ARE SO OFF. -- THE BIDENS SUBTITLES ARE PERFECT ON HIS VIDEOS 
 - GO FIGURE."
311,Scott Tousey,I just left it was great
312,Rock,Corona virus: I'm voting for you.
313,Ellie,"We are going to win, celebration is coming soon. GOD bless you President🇺🇸"
314,Juan Smith,THE WHOLE WIDE WORLD LOVES YOU MR PRESIDENT 🌎❤️. TRUMP 2Q2Q 🙏❤️ WWG1WGA 🇬🇧✝️🇺🇸
315,Cars Ten,"In germany they declare a 2. Lock down ( they called it ""light version"" ) but they are killing million of opportunities for there citizens. They closed businesses  who did everything what here female chancellor want. But at the end they closed them anyway, no matter who hard this brave peoples work on, to get rid of the pandemic..."
316,eskinder T,Amend the constitution and give Trump 2024
317,Leticia Gorgona,"YEeeeesss GOD WINS 🙏🙏🙏🙏🙏
MAGA 4MORE YEARS 💪
WE LOVE 💕TRUMP 2Q2Q 
TRUMP LANDSLIDE 👋NOV 3"
318,Greg Makov,"hahah, did you find 'laptop from heaven' yet?! a lot in xu thien duong :D:D"
319,Dave Shewmake,GIT IT DUN MR.PREZIDENT 💪💪🏻💪🏼💪🏽💪🏾💪🏿👍👍🏻👍🏼👍🏽👍🏾👍🏿👊👊🏻👊🏽👊🏽👊🏾👊🏿👋👋🏻👋🏼👋🏽👋🏿👏👏🏻👏🏼👏🏽👏🏾👏🏿
320,America Pride,"It is not just a vote...patriotic Americans put their life, their hope to President Trump. We the people vote our hearts for you, President Trump 2020! We DO NOT want to loose the AMERICA! God bless you!"
321,Lady Patriot17,They really expect us to believe that Biden is anywhere close to President Trump in the polls.  President Trump has got this!!! 🙏❤🇺🇲
322,Peter Karlsson,"""So much winning"" is going to turn into ""so much whining"". On Nov 4th."
323,Edreison,"That is a crowd! Red blooded Americans, brave Americans, faithful Americans, patriotic Americans. Trump 2020"
324,Francisco Lopez,My familly love Donald Trump as our president !!!!
325,BIDEN1994 CRIME BILL HARRIS FOR PRISON,FLORIDA for Trump ignore the bias polls
326,roxymami69,Voting 🗳 for you tomorrow Mr. President!!! 👏🏻
327,steve anderson,Our worthless FBI director called Antifa an idea.
328,Carol Gage,You remind me of another First Lady Melania...Jacki O.!!!(Kennedy) Class and kind..God Bless You Melania.🇺🇸🙏🏼👗
329,Katy Berry,Winning winning and winning ❤🇺🇸💪
330,Geoff McDonald,Wow four more years it is
331,Luz Encendida Radio,My First Lady we love you God bless you
332,Lucille Guenette,Love you Melania
333,serbes nick,"Great job. Will take us all faster than a rocket ship 
The ... peeled only the outer shell wait for part 2
coming soon Thank you."
334,Jim Holder,There's an empty Walmart somewhere! 😂
335,Norman Sutandyo,"When things are chaotic; Law and Orders must be restored. Thank you Madam First Lady. Donald J. Trump, President 2020."
336,》Karlos A. Lohaitza《 TIC Analítica,"I don’t understand if Biden is leading in polls why we don’t see anyone out for him. Fake news once again. this makes me proud to be an ColomboAmerican citizen, legal in EEUU 🤔🤔"
337,Joshua Lopez,"Melania is Mr President's better half, and they are the right couple to hold the White House"
338,Sheila Schnee,I love how he looks at her with such pride❤️.
339,Tyler Lo,Florida is TRUMP 🇺🇲 COUNTRY!!!
340,Spager Rhowtaf,"Objectively, Biden is going to win.  Wishing won't change that."
341,Mike Roger,We love you sir 👍✊✊🇺🇸🇺🇸🇺🇸🇺🇸
342,Spare me the Dramatics,THANK GOD FOR FOX !!
343,Lisa Mayne,I was there!  What an awesome event.
344,arizjones,"Fox News puts up unedited rallies of both candidates.  Other stations just put up favorably edited small parts.  Fox news covers Knife wielding man attacking police getting shot in Philadelphia and resulting riots, and people shot.  CNN covers it up.  Fox news covers Hunter Biden laptop news, and Tony Bobulinski whistle blower, while other so called news tries to hide it."
345,Riva Guy,Nothing in your lives is ever going to be more important than voting time around. MAKE SURE YOU AND EVERYONE YOU KNOW VOTE !!!!!!
346,Joseph Ho,We Taiwan people love Trump! We love the America! He's the Chosen One! God bless USA! Drain the swamp & Make America Great Again!
347,Leslie Goss,I li ve  xalifoenus trump i voted wher your promise 4 mobths ago qq00 package
348,Linda Creber,I am so proud of this man i got a lump in my throat .i salute you sir . We love you mr president love from britain . He saving the world saving the children WWG1WGA 👏👏👏👏👏👏👏
349,Leonard S.,"Anyone who mocks Melania's accent should be sentenced to watch CNN for 24 hours straight, no sleep."
350,Christina Giunta,I love seeing everyone's beautiful faces!
351,Susan Incorvat,"Wish I was there, couldn't go. There is no way Trump could lose Florida, unless they cheat better this time."
352,Paul G,Too distracted watching blue polka dot babe in the background. I think she's  got the hots for Melania.
353,livskin rodrigues,this makes my day brighter and hopeful God bless you Mr president
354,Connie Hill,We love ❤️ Trump 2020 .
355,Pete Clay,4:34 babe first lady giggles....how totally hot is that?
356,Peter Cristo,These are humongous rallies. 🇺🇸  Historic.
357,Jared Caldwell,"Hottest 1st lady ever, obviously"
358,South Korea Rigged Election,S.KOREA MOON Jae-in is either a diplomatic genius or a communist set on destroying his country  ( BBC ) South  korea 's liberal rulers unleash their inner authoritarians ( the economicst) South KOREA is now under martial law   /  South KOREA RIGGED ELECTION CCP OUT
359,MACDOR HALLY,Ｈａｐｐｙ
360,lovemyalaska,Jo Jorgensen 2020 🗽 in liberty!!
361,Mila Martinez,"YO VOTE EN PERSONA 
Y VOTE POR LA VERDAD 
VOTE  POR EL QUE VA DE FRENTE 
DE PIE"
362,L Hale,Florida is TRUMP 🇺🇲 COUNTRY!!!
363,Liz Brantley,okay the guy that chomping on the gum is on my last nerve!
364,Marilyn Braley,We love you & the classiest first lady ever! How blessed we are to have you President Trump & Melania right now + 4 + 4...
365,Gledia Finol,Love Tampa. Thanks for being in a nice rally over there.
366,Rosemary leonetti/finelli,She is wonderful
367,Jake Weiland,That’s a crowd right there! Maga!!
368,Jacob Rommel,that lady ripping their pictures is our message
369,521cjb,"Melania,  our FAVORITE fully legal immigrant ! ! !"
370,Wine Sipper,"Lol.....""BULL-SCHIFF""   T-Shirt"
371,NR,"Donald loves his Melania dearly, body language  tells all ❤️💕"
372,David Chapman,My Gmail account but not let me access any Trump emails. I hope someone's reading at Fox
373,long business,"Do not sit home, do not allow friends and family sit home, everyone must show up and vote for a 2nd term"
374,Kristopher Garrett,CNN: packed but mostly empty trump rally.
375,lesley greenwood,"Trump is an inspiration to everyone because if someone who is up to his neck in debt, has a history of failed businesses and a reputation for stiffing suppliers and contractors, lost all the money he inherited and pays no taxes can become president then anyone can achieve anything!"
376,AnonKarma,"Tampa, my beloved city. Iced Earth, a Christian patriotic metal band, comes from. Tampa Bay Lightnings, my fav NHL sport team, at least back then when sport was a sport only. And a weather, as I like. I hate cold.👊🏻"
377,Dr.Samuel Loomis,Tuesday we must all show up no matter how long ! No matter what we must vote and we will win! Trump 2020
378,Jim Ris,Insane amounts of commercials!!!
379,Cujfugvj Hffhchch,"He  is powerful !!  Still don’t like the bitchy attitude to win , give us some hope apart from money ."
380,mars1936,"Make America Great Again!
👍👍👍👍👍👍👍"
381,Amber Taylor,The video does not give justice to the number of people and how loud the crowd was.
382,Jin Chong,THE BOTTOM LINE IS THAT WE CANNOT GET BACK TO THE CORRUPT USA BEFORE 2016!!!!!!!!!!! GO PRESIDENT TRUMP 4 MORE YEARS!!!!!!!!!!
383,metal2444 english,"Hugh Matthias how many companies in the small business sector did Obozo take charge in , and are operating still in the U.S.A."
384,Nick Mckitton,From an outsider looking in.....It seems YouTube has become the voice of the Republican Party.
385,gis1gis1,"Karola19 hoax. How many lifes 210. 000  , or 21, for your 7 7 7 hoax."
386,Trina LovesQQPlus1745,Four more years!
387,Noel Ibañez,I'm a Filipino and nothing to do with ur election there but I'm a big fun of ur president I really do..he's one of the greatest and  perhaps the best president of ur country..vote for the man that delivers his promises and make America great again..vote for Trump!!! 4 more years for God sake...
388,Brenda Visconti,Don't Let The Airlines Get Bailed Out Before The American People Get Stimulus!!!👍
389,Davids748,"Only dems leaders violent, intolerant, simply ignorant followers would dislike THE TRUTH.  Ha ha, all the haters here are so petty.  This is a RALLY, not a debate, not an interview.  His policies are known, and this is a show of support.  This is a grand show of support where biden supporters can only wish they were a part of."
390,bill bish,"TRUMP IS STRONG, FEARLESS, EXCITING, AND A GENIUS.  I LOVE YOU SO MUCH!!!!!!!!!!!!!!!!!!!!!!!!! GOD LOVES YOU TOO."
391,Meg,From Pasco wake up Hillsborough we need our tourism
392,Rafael Camarillo,Trump we voted already 4 more years again red wave love you?
393,David,So glad to see husband and wife gathering together!!! Power couple.  SO PROUD OF OUR PRESIDENT!!!! go go go go go
394,Anna William,It's time to end the legend of the rogue Iranian regime
395,Deborah Lamartiniere,Our first lady is beautiful...
396,rip wink,JUSTIN TRUDEAU IS BIDEN TWIN HAND IN A GLOVE BOTH NEED TO GO TO JAIL
397,MAK JAMS ENTERTAINMENT,"For those'a of'a you, who dont'a know who you are voting'a for'a, ..... You are'a NO black....."
398,Kitten Korleone,"Melania is such an elegant, gracious and beautiful First Lady!"
399,ZeNa M. BsNo,MELANIA is one classy first Lady!!!❤❤❤
400,J. Aguilar Taylor,America is with Mr. President TRUMP. Amen 🙏
401,David A,Trump gets things done   not only for America  but for world peace. Most retied hippees  will be voting Trump!
402,fatimamovement,Trump should win easily because the Hillary people will vote for him. He has kept her out of prison and will never lock her up.
403,Elisapeta Ludlow,God is Great. Have been praying and Offer President Trump and America people up to the Lord. He alone have the Final decision in Jesus name. From  Canada🙏🙏✝️✝️✝️🇨🇦🇨🇦❣
404,Me Crazy La La,I ❤ Melania!!!  She made me cry!!!  What an amazing First Lady!!!
405,Evac Sarhaku,4 more years!!! Make us even greater please 🙂 Vote Red🇺🇸
406,Tina Preston,FAKE NEWS MEDIA = FAKE POLLS AGAIN!!!😉
407,stephen glen,he should have the lyrics on the big screen for queen
408,Dietmar Wohlleben,"Trump is so irresponsible! In his rally superspreader events, overall several 100k supporters gather for many hours, more than 90% without a mask and without any distance! 
9 of 10 industrilized countries have lower rates of corona deaths, e.g. USA 50 x like Japan, 7 x like Germany! With compulsory masks, safe distance and no mass events like this 230k fewer people would have died from coronaviruses in the USA so far. "
409,Grandma Barb S,Did she really say that if we don't support the vaccines then we aren't for the health of America?????
410,Partywrestlerproductions LLC,The ventilation kings we are cmon go home
411,Denis Bergeron,Stay home Appreciate the roof over yours head
412,Maddog 2020,"Trump's Approval is at an All Time High thanks to the Democrats being so stupid. , Trump's Disapproval has Fallen Below 50% because the Democrats really really you know what  word Yahoo will always Block.
 Vote for joe."
413,Salty Scotch,FLORIDA! We are counting on you to save America from the Socialist. God bless you!
414,Denis Bergeron,We don’t talked about it distortions
415,James Matthews,"Red wave, coming"
416,James Matthews,"Red wave, coming"
417,chrisnwesson,AND IM PROUD TO BE AN AMERICAN...
418,Brenden Walters,America is indeed blessed to have Melania.
419,UNDFTD,Find a ✨cure✨ liberals
420,Fiona H,love the crew with the blonnd in the blue poka dot dress... high five to yous... classic picture rip loved it
421,Todd Lasseigne,TRUMP!  THATS MY PRESIDENT!
422,Wouter Swanepoel,"TRUMP WILL WIN COMFORTABLY

With 92% of all media comments about President Trump being negative, it follows logically that all so-called ""polls"" are equally doctored (as in 2016 when Trump's actual election proved the corruption)."
423,GN Mino Mino,Vote Trump.  Vote for America.   Vote for our Rights and Freedoms!  VOTE!!!!
424,Humberto Soria,"Trump needs to win in Florida,Arizona,Ohio,North Carolina,Pennsylvania and in Texas"
425,Kenneth White,I was comparing the viewers on Youtube of a Biden event to a Trump event in Florida about thirteen hours ago. Trump 697K to Biden 93K...LOL!
426,Maggie Lin,GOD bless AMERICA and TRUMP!!!!!!!!!!!!!!!!!
427,Joseph Greany,"Its good to have Trumps lady agreeing and showing she is supporting!! He should've had her doing rally's. In the being and he should've other people to like. the India guy. Who wrote "" Hillary's America "" speaking at his rally's!!"
428,g hough,How in hades can he loose! No way! DJT 4 more years!!!
429,Joel Rodriguez,TRUMP 2020
430,William Garland,PRESIDENT TRUMP AND OUR BEAUTIFUL FIRST LADY AMERICA LOVE'S THE BOTH OF YOU TRUMP 2020
431,USA Citizen,"FBI warns ransomware assault threatens US health care system
FRANK BAJAK
Wed, October 28, 2020, 11:50 PM CDT"
432,Tim Couillard,I love this man Trump president forever
433,Michelle Hartnett,It always seems like great weather at the MAGA rallies and sad cloudy wet and dark at Bidens.
434,M Y,"I gotta admit, she reads the teleprompter better than Trump."
435,Brian L.,"Supreme Court Justice Brett Kavanaugh corrected his controversial opinion in a Wisconsin mail-in voting case after Vermont's secretary of state sent the hight court a letter fact-checking his ""erroneous claim"" about the state's voting by mail rules.

Kavanaugh issued a concurring opinion in the Supreme Court's 5-3 decision to ban Wisconsin from counting mail-in ballots if they are sent by Election Day but arrive after Nov. 3, citing Vermont as an example of a state which had not changed its ""ordinary election rules"" due to the coronavirus pandemic."
436,Lanyeli Ace,Why aren't they mentioning that Trump has been donating all his paycheck ? This is something important to mention on his campaign as it truly shows that Trump is in for America & not for his pocket .... unlike Biden ...
437,Lori Peel,God Bless that Pretty Blonde Woman I Loved the Ripping Of The Photos 🤣🤣🤣🙏❤️💙🇺🇸✝️👍🏻😎💥💥💥
438,John Louis,The Biggest lie coming from Kamala Harris is she is not Black. He Dad a College Professor at Stanford I believe it is called Her an Embarrassment to Her own Country Jamaca and to himself for using false Racial Politics. That is not coming from me it is actually coming from her own Dad so go and look it up.
439,D. J,Mrs. Trump is one Class Act
440,Highside music,"Sorry I’m late , reeeeeeeee! My god milania is beautiful"
441,PD JTW,"@Fox News thanks for showing his entrance and half his exit, but please show his FULL EXIT next time too!!! And in all his rallies!!"
442,John Louis,What Biden actually wants is for we the People to surrender our Power over to the Left and the so called Elites who are supposed to be smarter than us the Deplorable's that they keep calling us who shop and they smell at Walmart because we are only being conservative and living within our own means and not be as wealthy as the special interest groups have made them.
443,Cheryl Valentine,Just look at that crowd! This happens at every one of his rallies and Joe  Biden can’t draw flies even with Obama. There’s no honest way Biden is ahead in whatever polls the dishonest media are talking about. Chump for Trump 2020! 🙏🏻🙏🏻🙏🏻🇺🇸🇺🇸🇺🇸❤️❤️ Merciful God please hear us.
444,Joe Wingard,FLOTUS is drop dead gorgeous and classy!
445,nolan engineering,Tampa loves Trump.
446,Michelle Lam,Love 💕 from Australia down under
447,Holly Kingston,Let's now be normal and new media!  🇺🇸🇺🇸🇺🇸 The truth sounds great!😇🇺🇸
448,AL Bang3r,Trump rally's are proof America can reopen and start putting COVID behind us
449,Scott,Trump may be rough around the edges but i would choose him to lead our country over anyone in a second.
450,Steph MacCormick,"Don't worry, Trump will win by the landslide. Polls lie."
451,Be Blessed,"Thank you Fox News WIDING out the CAMERA.. Showing The Real Supporters , Creep y / Joe Can't gather 100 people but yet he's leading in The Polls 😁 🤦‍♂️"
452,Steph MacCormick,"Don't worry, Trump will win by the landslide. Polls lie."
453,Steph MacCormick,"Don't worry, Trump will win by the landslide. Polls lie."
454,L Perry,I think police reform should be an issue for next term.
455,Roseneli Neli,❤❤❤❤❤
456,cherry panlaan,Trump forever ❤️❤️❤️
457,John Louis,What a wonderful first lady we have who also came from socialist if not communist run country. Her freedom here in this country is probably more important to her than it is to some of us having lived on the other side of where the left wants to take her back too.
458,Nelson Beadel,trump makes a America greater for all Floridians
459,Braeden Joch,"she the safety fo are kids if u really care then stop holding big rallys u are puting your kid and other people at risk 
more black people have die then another president in the us"
460,Y G,1:52. almost 2 hours Hunter CNN fake  news Biden no plans to speak.
461,moty unger,"""WHERE IS HUNTER?""
did you see Hunter in the crowd?"
462,Lupie Grubb,OH YES AWESOME MUSIC!!   He’s all around a winner!!😊😊😊
463,Ketel Bjørn,Love
464,Faith,Not much of a reaction for the vaccine; no thanks!
465,Katie Belle,I wish I knew the Trumpster was in Tampa. Its only a 2 hour drive from me....I would have been there!
466,Thuy Hai,"I love you, The First Lady❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"
467,rpoolcode,Lets vote RED!!! bluer than blue!! Sadder than sad!! Please dont forget to VOTE our PRESIDENT TRUMP!!
468,Jeremy Bellizzi,1:27:42 the lady in the blue dress straight legit
469,Kathleen Ebenhoe,The Trump dance ❤️👍🏻
470,Since You've Asked I'll Tell You What,"Yo Clark, lay off the junk food. It's kryptonite."
471,Daniel Brunner,"Look at this crowd, amazing! TRUMP 2020"
472,debbie Stewart,"Mr.President , we need you in the USA , Joe Biden is running for Kamala Harris so she can be president , We have to win this election . I believe Biden has no intenion of staying in office if he wins. WE need you ."
473,Donald French,Is screwtube doing the close captioning? I have never seen it so bad. Half the time it does not match.
474,slip104,"I WANT TO SEE CUMHOE VS RON!!!! Trump vs binladen  is just eh, It's like watching  a Jaeger from Pacifit Rim vs  a gremlin from Gremlins With water. rofl."
475,George Papps,Trump is you're hope america biden is you're despair.... love from england ❤️🚂🎺
476,arizjones,Melania gave a better speech than Joe Biden did today.  Then Donald just destroys Joe.   Red wave is coming.
477,Trina LovesQQPlus1745,We love you First Lady Melania! God bless you!!
478,Doctor Love,All this crowd/ and he is still behind in the polls
479,Denzil B,I'd vote Trump for the next 50 years if i could
480,Eric N,"Democrats just make excuses about covid 19 only, nothing else. Trump talks and makes it happen. We grew economic ever. Trump 2020"
481,James Mathis,"Trump's USMCA is global socialism at its best, subjecting our constitutional rights to UN, WTO Globalist socialist foreign appointed trade commissioners.  2d Amendment?  ""Take the guns now and worry about the constitution later.""  He's driving up the price of beef like he has done to lumber by selling everything to China."
482,Taryn Ray,God bless America. Go TRUMP 🙏🙏🙏❤️❤️❤️
483,Eric Maynes,5 votes already submitted by my family for you sir
484,Joshua Lopez,My thanks to the camera man for panning the crowd at the end of this video.  Fox thank you for your bravery.
485,B N,Biden has no chance he has nothing like this all the rallies combined
486,Stephen Herndon,Trumps internal polls which he pays a great deal for for reaistic results not fake stuff shows him up by 3-4% points as of yesterday.
487,Morgan Olivia,❤️❤️
488,DonRua,"ARE YOU WORRIED NOW??? YOU SHOULD BE!!!

Who was the ""spy chief"" Hunter Biden was referring to? Who was his ""richest man in the world"" partner? Why did the former go to jail? The crime wasn't even committed on US soil. It didn't involve the US other than US dollars were used. He could have gotten diplomatic immunity. Why didn't CCP bail him out? US DOJ could have sent him to jail for life. Why only 3 years with 16 months credit? "
489,Jazzy J,who edited this? 🙄 - how hard is was it?
490,Neal Kumar,SUPERTRUMP. Trump 2020
491,Mike Church,"we love you Melania !  you are  just as awesome as your great husband, our great PREZ !!!!"
492,Fritz K,❤️❤️❤️
493,James Matthews,What a crowd wish I was there.
494,Mark Adams,"The woman behind DT at 1:45 minutes, very funny."
495,chris snake,"The Flag the Stand the Reason, The Man ( By Steven F. Gooden )


 "
496,Afsaneh omrani,God bless u president trump think a bout ssa people too. 2020 just people want u. Smart strong and polit
497,IMPROV FILMS Dman,"The Flag the Stand the Reason, The Man ( By Steven F. Gooden )


 "
498,Fitz Fitzgerald,"The Flag the Stand the Reason, The Man ( By Steven F. Gooden )


 "
499,mybigstiffy,I need a rally in Philadelphia on Sunday night at the Eagles Stadium to cancel the game so that the Cowboys don't lose three in a row!
500,IMPROV FILMS Dman,"The Flag the Stand the Reason, The Man ( By Steven F. Gooden )


 "
501,Shamcie Pears,God send Trump  on the earth to clean swamp  💪🏾💪🏾🇺🇸😂❤🎉💃🏼🎄🌹💝🎈💖🇺🇸
502,Sharon Bice,"Trump will win this election, but we have to make sure the Democrats and elites do not steal it from him. They can't be trusted. They just caught them doing voter fraud again yesterday. Military votes are being found I. The rivers, and odd places also. Even if they figure a way to steal it, we can't by no means ever allow those currupt, Socialist liberals to get power ever! Are we will no longer be a free country, and ruled by tyranny. God bless Trump and MAGA 🇺🇸"
503,SK,Dem Minnesota Gov/Mayor limited Trump's Rally to 250 people.  A lot of them went away Mad
504,Smudge Smudge,Red wave 👋🏽
505,Ian Rayner,Go out there America and back Trump all the way 🇬🇧
506,Mike Roger,four more years 👍✊🇺🇸🇺🇸🇺🇸🇺🇸
507,Quantum Of Solace,President Trump for 4 more years :)
508,Munchie Dermott,Trump2020 🇵🇭🇺🇸 4 more years
509,El Sopas,Please gooooo and vote in person! Trump 2020/🇺🇸🇺🇸🇺🇸👍🙏
510,Geria Wright,"Yes, Queen couldn't have sung it better... Trump is the Champion of the World."
511,ANJANYA AYNAJNA,More coherent than Biden
512,NextSongs4God,How can Americans help you drain the Swamp and change the crooked ways of the insulated politicians against you ?
513,pai lee,👍
514,LEONA MONTERO,Wow! What a crowd! Hope they will all vote for Trump and his party-   A VICTORY  rally !
515,Hendog1979g,🤥👍
516,Joseph Greany,Half the goverment should be prosecuted!!
517,Nhan Nguyen,"Those are true . four more years, thank you very much First Lady. may God continue to maintain AMERICA a super powerful country .👍👍👍❤❤❤❤💯💯💯💥💥💥🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
518,Steve Wilson,Florida the 2020 WACO
519,Ryguy,Come to Canada in 2024 Trump. We need you to clean our political swamp! Please.... Trump 2020!!!!!!!!
520,Golden,I voted yesterday for Donald J. Trump!    I’m 58 and this was my first time voting.  I was proud to give that vote 100% to the Republican Party.  Fellow Americans we all need to rally around our president to save our freedom and to save our country!   God Bless America!
521,Montage.pl,"Golan heights are stolen by Israel from Syria! Wenezulan coup FAILED 
Anyway all best to Trump."
522,Christiane G.,Why do the MSM suppress the truth about the Biden scandal and do not talk about the great success (GDP 33%+) of President Trump when the Dems are supposed to be so strong?? It is all about cheating the voter.
523,Dennis Lawrence,"I'v heard that Tucker Carlson has called in the F.B.I., the C.I.A and the Intelligence Agencies to try to locate Biden's ' incriminating evidence "" lost in the Mail."
524,tucker zenski,"Ivanka, even though you illegally made it to America and imported your parents against the very immigration laws your husband supports; such as, the Family-Based immigration Act, how do you stand up and undermine the people who would do the same as you did?  How do you say hypocrite in Slovenian?"
525,Sally Starn,Melania!!!!!! ❤❤❤❤
526,Annette Jordan,Look at all those lovely unmasked faces not social distancing!  What a beautiful sight!
527,Vera Gutman,"ABSOLUTELY  SMART, BEAUTIFUL ,MAGNIFICENT OUR FLOTUS !!!!!!    SHE IS AMERICAN QUEEN !!!! OUR FLOTUS IS THE BEST IN THE HISTORY OF AMERICA !!!!!"
528,Billy Ray Otinger,"BUST up the NEWS MONOPOLY from 6 Groups to 600,"
529,Sandie TAF,BEST PRESIDENT EVER!
530,Denis Bergeron,In God save ours Children’s
531,LegendaryAKG,Lol did she say they care about health of the people
532,FriedrichVon,Love the guy flexxing biceps at 16:45
533,Larry O'Hanlon,"I'm thinking 300 electoral votes minimum, and control of the senate and congress. If nothing else, it's worth it all to look at Pelosi and say ""YOU""RE FIRED!!"""
534,tubbergen,"Here in the Netherlands, most people started boycotting US products because we all hate Trump. We prefer buying French or German products instead. And guess what? We find out that the quality is much better than the USA crap."
535,The Old Farts’ Farm,Melania is a class act.❤️👍🇨🇦
536,Kirsten Baisner,"Melania was amazing, surprise? Awesome."
537,Rick Johnson,FLOTUS is adorable!!!!
538,Julia,The most lovable couple of our time🥰😍🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🥰
539,Chad Davis,"🗣️ I LIVE IN TAMPA!!!!!!!!! 🇱🇷🇱🇷🇱🇷
""    ""
Yeeessss!!!!! 😁
( But Our ""Rays"" LOST!!!! 😠)"
540,Josh Y,1:50:30
541,Lori Peel,God Bless & Love To Kaleigh ❤️🙏❤️💙🇺🇸✝️👍🏻😎💥💥💥
542,Enrique,"All the world deserves to be reopen and finish right now with this lock down planned by the left radicals and globalists around the world. Afterwards, all those globalists who planned this must be put into jail."
543,Matt D,"I love watching these rallies just to see packed crowds without masks. Just makes me feel warm and fuzzy. Also, Trump is compelling and funny as hell."
544,Daniel Clawson,"People against Trump: Hollywood, Big Tech, Twitter, Facebook, Google, CNN, CBS, NBC, ABC, NPR , multimillionaire mega music and movie stars, Jeff Bezos, Mike Bloomberg, NYT, Washington Post and much of corporate America. AVERAGE AMERICANS NEED TO FIGHT for TRUMP!!!"
545,David Bell,Truuuuuuuump!!!!🇺🇸
546,Eric Castro,Trump&Pence 2020 4 more year's
547,Megan Rodriguez,1:27:41 that lady made the whole rally
548,Virginia Rodriguez,Florida for Trump! Donald J Trump will be re-relected I assure you!
549,Sharifur Rahman,We want trump again to make America great again and again.
550,Erik Lippert,"I love Tamya!! ....Oh yes, and Trump, of course!!"
551,Love all Be all,Joe and Car A Mel ah🤥
552,Alex Spalding,Wow the Democrats are gonna lose so hard .
553,John Doe,A global leader respected by his countrymen!  Vote Trump/Republican!
554,Ziphron Elliot,🖖 GOD BLESS PRESIDENT TRUMP .......2020 🖖
