,Name,Comment
403,Dee Kelley,He ran from that interview like no one has ever done before.
404,Danyal Ajmal,Hard to believe a country is run by a meme clown
405,Kana Chung,This is what happens when you fact check the president to his face and don't budge. He ran tf away because he's a liar.
406,Kool Guy,Watch the unedited version.
407,Siri Miri סירי Bane Faouz,When did Leslie become so old???
408,Oliver Queen,"""when I finish, this country will be in a position that it had never been in""
Woah...Is that a threat??😂"
409,Joseph Hendricks,No comprehensive health plan in a book she could barely lift. Riiiiiight. Also the documents found on Biden have not been proven? They have been proven as legitimate. They were proven as legitimate before it was released. Clearly another biased media.
410,Omar,"Kamala said Biden is a Racist and It is unbelievable that Joe Biden, despite all of this outrageous dishonesty, was able to serve in the government for 47 years and even became the vice president. Such a CON guy.. and Kamala say Biden he is racist she said that on his face,....."
411,J Herndez,"Les ""Lie"" needs to retire."
412,Someone s,Joe Biden isn't in a scandal??? What!!!
413,Jared 19,This can't be real. I'm convinced the last four years have been a dream cause there's no way. 😂
414,Charlie Tran,"She tried to judge the president, but not an nice and useful interview... biased."
415,Greg Lialios,I can’t believe this is real life
416,Marina Burrage,That’s why I Love ❤️ my President Trump he will tells you the truth and it what on his mind his real his not gonna tell you what you wanna hear
417,Nolan Sanchez,She is so biased and it hurts watching this.
418,Urban Tragedy,"Everyone: Debating in the comments
Me: Noticing the shows called 60 minutes but their interviews for years have only been 20 minutes"
419,QuinnPhoenix 22,"I feel so sorry for this lady interviewing such a disrespectful man that is the president. As the president, do your job!!! Make sure the people are safe, the economy needs help with this COVID situation, and he can’t bring about being a peaceful and humble example of a man. As a man, Trump has no clue how to do his job as a president and his priorities aren’t even on the right track. He was better left off with his business than running the country. He’s not giving answers that aren’t even answers to the question of the questions that are being asked. And the debate, like are you kidding me!!!!! Biden at least has a plan to make the world better than this clown. Trump is more of a bully if you ask me. If your the president.....DO YOUR FREAKIN JOB DUDE!!!!!"
420,dominichokage,Anyone who denies how much the pandemic has gotten out of control should not be US president.
421,KAMIKAZE,This is more like an interrogation than an interview.
422,C Three,Why does this guy have to describe everything as the greatest and the best ever seen? Its so infantile.
423,Anna Sabina Torkilsheyggi,"How often has he said ""i didnt say that!"" and then you see a video of him saying it."
424,Wealthiest man Alive,"Everybody Trump himself still cares about his looks, I have a beard and my older brother assume I should live in a mountain but older brother looks stupid w/o a beard and acted so insecurely and pathetic maybe a trip to the mountains will do him good..."
425,isaaclikesturtles,It is fair to say nobody has really asked biden hard questions. You can say they do that because trump is a mess but if trump was in bidens spot we wouldn't know he's a mess becuse nobody would cover it.
426,yahir.e,This is very funny my goodness
427,Rita rita Rita,🧢🧢🧢🧢🧢🧢
428,ScarletSnake,"""You go back home... You go back home to mommy."" -D. J. Trump, 45th President of the USA."
429,little mama,You can see she doesn't like him..someone else should have interviewed him
430,DitIsGielzzz,Is she 4 real? No evidence from spying on him?
431,Anas Mouakkil,she read the plan in two days ?
432,Paddywiggle,"1 minute with Mike Pence? Where's the rest? I'm voting for Biden, but I respect some of his answers..."
433,Terence Parker,"Pence comes out and says ""He's always ready"" and Trump literally just walked off lmao"
434,Th8989,This interview is a joke
435,JustSomeone Else,Why does Trump keep repeating certain sentences? Signs of dementia?
436,Port Charlotte,"Polls are only a reference, and many times the have been wrong. So, put a mask and a hand sanitizer and go to vote in person as it is too late now to do it by mail. Don't wait till the very last day as there will be longer lines. Go Biden!"
437,Anthony M,"Watch the uncut version 
She poked him many times 
I’m done with 60 minutes"
438,Lord Claude,BUT WHY DIDNT I GET ASKED WHICH FLAVOR ICE CREAM I LIKED?
439,ILoveYouNetwork,"Dear 60 Minutes, ""this is 60 minutes we cant put on anything we cant verify. "" - Stahl said. True, assign a RESPECTFUL journalist with intelligent Qs and no bias over the US news NEXT time. Such an unprofessional and disgusting interviewer you have there! LESLEY STAHL YOU ARE A DISGRACE to disrespect the President. Good for him for walking out on you!"
440,Port Charlotte,"Polls are only a reference, and many times they have been wrong. So, put a mask and a hand sanitizer and go to vote in person as it is too late now to do it by mail. Don't wait till the very last day as there will be longer lines. Go Biden!."
441,Ashley Maluu,This is the president of the United states. I have better conversations with my 3 yr olds about why everyday isnt their birthday
442,Isauro Bañuelos,They're just mad that Obama couldn't get lowest unemployment numbers haha
443,Monics,"“The 60 Minutes 2020 Election Interview”

The video is 20mins"
444,Susan Innes,The country has been divided for years
445,aimeemacdn,Pence is a Christian fundamentalist. That scares me.
446,kwilson Eyes,She is so biased it’s disgusting
447,Brian Bauer,"Tough questions? What about Biden's career. Decades of issues. ""That's misinformation"".  They unjustly lied to and spied on the incoming Trump admin. I thought the swamp was hyperbole but the swamp is like the walking dead. "" We like making money off tax dollars and have built a cushy life dividing the American people"". You may hate Trump but I don't think anyone else could have survived fighting them. There is a swamp, and the despise the citizens who pay their salary. There fighting back and need to go. We need real representation again and not this gaslighting by the media and life long politicians. No matter where you lie on the political scale we should not let them devide us with their ""swamp"" poloticking."
448,Justin Bennitt,They're only tough questions if the interviewee is unprepared.
449,World Peace,"Left media like 60 minutes wants viewers doing ever look into positives , or things that matter to Americans. Like cheap energy bills, employment low rates, better quality standards , jobs returning from China to USA , love of country and God. They ignore any facts from trump which may look positive for trump and instead hammer him on his covid , which we know was spread by China CCP government . Trump stopped air travel from China, yet Biden called him a racist,  pelosi encouraged people to eat in China town , but now she says he is responsible for virus spread. Cuomo in new york allowed the virus to spread in nursing homes and causing thousands of people to die , but shows no remorse of accountability.  Trump may sound rough at times but he loves America and Biden loves globalism and helped China to destroy American jobs."
450,Jay Lin,Is this a interview or a interrogation
451,Fnc Adam X,I LOVE USA
452,scavenger,Look how trump answered the question about wearing mask and how Mike pence answered it? This showed how professional Mike pence is
453,Blake Gordon,I love the giant “health plan” book she brings in haha it’s like a skit from the office or something 😂🤦‍♂️
454,Ty Set,"So now he is concerned about churches being shutdown ? Dude you dint even go to church, but it’s that dog whistle to the so called ‘Evangelical voters’  and there is a reason that word is in quotation marks"
455,Brandon Brock,Wow. They threw Biden and Kamala softball questions with no substance. They basically interrogate Trump and ask him why he is such a meanie head. Media bias was palpable.
456,allanhouston22,Pencedroid in the house
457,Dirtz420magurk z,What a YUGE BABY!!!
458,R. williams,Ppl are starting to talk to him like a third grader....lol
459,Nicolae Corcinschi,"She is , like came from a cartoon LOL"
460,Kazza 7,"She dosnt seem to care for truth he exposed hiliry prime minister ect sextraffecking. Yet she not interested in truth.sad for leslie as trys to bring him down by her own mouth vicious. Trumps speaks truth. No she dosnt do it with biden so true.
Sad thing is shes only interest to disrespect him by her own mouth.
instead of saying good things his done no other president has. "
461,Andrew Sandstrom,"This is a bad look on 60 minutes, he tells them they are bias, then they proceeded to be bias while claiming to be objective."
462,Mimi Gemisheva,Bias cow!
463,ih8tusernam3s,"Never have I witnessed such a petulant person, children included."
464,Planet NRON,"They say Biden is ahead, yet all of trump videos including this one has significantly more views than bidens..."
465,Michał Szeremeta,"Thats actually very optimistic what we see right now on our laptops. We live in critical moment in human history. Right now, when most of people have internet in their homes see that most responsible profession like journalist is going down. What leftist big media (NBC, CBC, ABC) build in 40s is now in 2020 COLLAPSING! More than that. Most of that 3 big television network who sympathies with democratics will in near future kills by their own hands leftist influences on whole world. Simplicity will prevail."
466,Jim Allen,Donnie Dumb--we the people are voting you OUT. BYEDON
467,Beth T,Biden thinks he is running against George so no worries..... 😂
468,Drew Grimes,Random fact: Chuck Norris always watches 60 minutes in twenty.
469,Alejandra Narcio,The bottom line he doesn't care
470,Mo Jo,"THEY COMPLETELY EDITED OUT THE PART where the 60 minutes producer says ""I think we have enough"" immediately after Trump says ""we have enough"" so she agrees with him.  Watch the complete version that Trump posted."
471,Brian Myers,60 lies a minute
472,Stanislav Kolomiets,I'll love 💘 trump too
473,Jason Piech,"You know, Mike Pence is absolutely incredible at walking that fine line between what Trump wants him to say and what he wants to say."
474,Zachariah Rizzo,"Leslie, do you take any responsibility for your terrible editing or are you just a rude interruptive actress!?"
475,EyenStyn,Bye Failesslie!!!!!
476,James for Safe Streets,"The IDIOT-IN-CHIEF.  Please, may be start his retirement at age 74.  However, based on his work hours, he is already semi-retired."
477,Douglas Norgard,Slam dunk Leslie only thing left to do is push the handle on the seat bye...
478,crrazybrownie,"""When I'm finished the country will be in a position it has never been before "" ...he finally spoke a truth!"
479,J Juarez,Condescending witch
480,Jeremy Hines,"You didn’t even interview him. You just were selfish and took it as a chance to argue with him and tell him why you think he’s wrong. I know that other interviewers wouldn’t have done that. Even if they disagreed with him and were democrat, they wouldn’t have had this happened because it’s not about them, it’s about the person they are interviewing. Good day."
481,Canys24 Bb,It's an interview or a police 🚔  interrogation?
482,Angie Figueroa,"This woman is clearly a Biden supported by the way she defended Him.    
Though questions?  Like Trump said “this has been inappropriate questions.”  She has discredit herself! 
What kind of interviews was this????  She bombarded him with accusations and finger pointed!!!    BRAVOOOOO President Trump for  walking out of this trap!      She went in there with the intention to make him look bad and to get him to react to accusations that she herself fabricated!!!"
483,Julian Honey,"It's crazy how good Pence is at perfecting the ""Non-Answer"" answer"
484,Mary,Looking at that snapshot of the maskless coronavirus task force with trump says it all.
485,Jaden Davis,"I gotta say, I use to watch 60 minutes all the time. It is fake news.... they support it. I will no longer watch it"
486,Sergey Zabarin,"I’m no Trump fan but I’m tired of people arguing with him. It offers no insight into what he actually stands for or wants to do. Arguing about his delusion that he’s God’s gift to America ends nowhere and isn’t at all helpful. Just ask questions and fact check him. I praised the Biden-Harris interview as I felt it was fair and balanced and was hoping this would be the same. Instead, she just started to argue with him....I mean I get that he’s not easy to interview, but damn, everyone seems to fall into the trap of challenging his delusion instead of trying to understand it."
487,SCIKOTIC92,What do u expect people are unemployed due to COVID restrictions by our governors all over the US ..
488,Mark Royter,"When future historians study this period in history, they will be amazed at the idiocy of it all. Hopefully we are not in a Fall of Rome scenario"
489,bravo 11b,U can't make people ware mask u can only mandate or recommend
490,Fortunepsych,Contentious ended?
491,Miami Life Experience,fake news! 60 minutes should be closed down for bad hostile interview
492,Peace Be,Interview or interrogation?
493,Ash Sun,"Interviewer : You are ok with some tough questions? 
President: No, I am not. 
😂"
494,Azozeo,Is there a golf course package?
495,"MarineChaps Semper Fi, OUT","Although, the VPOTUS was great, you, Leslie, have an agenda that is not healthy.  You have continued to refute the POTUS to his face.  That was disrespectful in its highest order.  You’re manipulative and cunning.  Now you know why I have zero respect for you.  You rounds were left of target and that’s unfavorable as well.  Semper Fi"
496,Richard Robertson,Mike Kayleigh quick I'm being bullied here quick.   What a big girls blouse
497,squashedmike,A very basic 'tell' in deceptive behaviour is attacking the person asking the questions... See any of that?!? Maybe every 30 seconds!
498,Bos021,Those questions were even tougher than the last five questions on his cognitive test.
499,Yaman,If you are doing more testing arte the result is more cases. It just tells that there were even more cases that you didnt know about. If you were actually doing good with covid the cases shouldnt rise when doing more testing because there's already more cases per resident than in every other country.
500,F W,"Watch this back to back with the 60 minutes Biden interview, and you get the picture.  The media thinks it's doing the right thing by trying to influence people.  They're too stupid to realize they're having the opposite effect, like they did last time."
501,Electric,This is for people who took the oath in various professions. How do you honor your oath to the constitution to protect America from enemies foreign and domestic when that threat is the POTUS?
502,Caleb Harris,your telling me you already read the presidents healthcare plan and was able to tell us about it?
503,FRED SOSA,COME ON MANNNN!!!!!
504,Susan Goodman,"Leslie is not a good interviewer 
Leslie focuses on  negative 
Leslie does not accept truth"
505,oliver mclucas,1:28 the position will be: up in flames with everyone dead
506,A Z,This was 20min though.
507,Mr. Starch,"Host: Asks any question
Trump: surprised pikachu"
508,QualifyLife,60 minutes just lost ALL credibility! Unbelievable!
509,Hakai Sio,He walked out! He couldn't handle the questions.
510,james bullfinch,The USA is just BIDEN its time for a few more days till it votes trump out !
511,Thakidishere,This is the biased version
512,Derek Crawford,"11:47 ""I never said lock her up."" Then at 11:05 he says ""Lock them all up"" after the crowd chants. He can't stop lying."
513,Autoimmune,"If you want to watch the real interview, watch the non edited version Trump uploaded.  Notice the dislike ration on this."
514,Pure Mettle,Journalists like her have lost all credibility
515,Nas X,Why not stop with the commentary and let viewers make up their own minds?
516,R L,"What a terrible interview by Stahl. Fortunately, 60 minutes is not as relevant as it was decades ago. Probably because the lefty journos have no credibility. Vote trump!"
517,Spït,"When she hit him with the 
""Let me ask you about suburban woman""
I lost it lmao"
518,Hasan Qasim,"Obama care is big joke, a lot of clinics and doctors don’t take it , 😂😂😂😂😂😂😂😂😂"
519,Donk Roh,"So when Trumpy provides a series of great answers - go to cut scene with some irrelevant BS ... fake as, mate"
520,Aussie Floors,"Smh... what a joke, 330+ million people in the United States and these two are the best candidates you can put forward? 
I Rather vote for Pedro..."
521,Rusty Cuyler,"""If I didn't have social media I'd have no way of getting my voice out""

- guy in the middle of a 60 Minutes interview."
522,Fred Pierson,They should get on biden this hard..
523,varianography,60 Minutes is an absolute joke.
524,Rafael Baqueta,"60 minutes is not fair. That's my opinion.  Trump will win, greetings from Brazil"
525,Hexed Hero,"You cant look at the president of the united states like hes an idiot and expect your entire interview and station to be taken seriously, constantly interjecting and trying to use an interview as an interrogation instead of letting the man believe what hes saying. Thats what an interview is for, asking questions, not trying to attack and insult someone."
526,Alberto Restrepo,"Pence looks like Christian Bale in Hollywood makeup 
And he sounds like Bale in American Psycho"
527,Darla Tiesing Cox,"Anyone in the position of being the President of the United States should be prepared and able to answer ANY question. If you can't handle sitting through an interview that you agreed to, then how is anyone suppose to believe that you can handle running a country? Lol. His actions show he can't handle the job."
528,Kevin Seegers,🤢🤢🤢🤢🤢🤢🤢🤢
529,Kehoang Konyak,"Very very Biased,she should interview him not debate him,if she ask Biden the same questions,Biden will be hospitalized before answering any questions.."
530,John Body,She keep interrupting
531,YOUSSEF YOUSSEF,"""We are rounding the corner, we are rounding the corner ""
.
.
."
532,Azozeo,Possibly?
533,C Nicholas,"Lol... ""Be careful""."
534,Katie Dina,the way he talks to her is aggravating
535,Shelley Tajii,wow! watch biden's interview. vs. Trumps. lol not even the similar
536,Tatrice Shipp,Can someone explain to me how him releasing this before Sunday makes tRUMP look good? 😂
537,BANKUP,This is such a bad edit of this interview if you want the real interview go to trumps YouTube page please
538,A L,Faucci himself said that masks don't work! Leslie needs to be a journalist and just interview.  Who is she to debate the president.  She discredited herself.
539,Moy Morales,Great job ???? Whats????
540,mrcatfish2100,"When he saw he couldn't convince her, he was done. I think that's what happened. *UPDATE EDIT* He just told her shes very hard to convince!"
541,Jason Schachner,60 mins in 20 mins
542,Schildbürger Spiele,60 minutes 60 lies
543,Utgard Loki,🇹🇼 Exile China on the island of Taiwan is China and Putin isnt capable to stay in charge without cheating.
544,Richard Robertson,I thought he was a tough guy   sending in his lackys what a snowflake
545,Eito Naraoka,This was the most frustrating interview over ever watched
546,First Amendment Reviews,fk 60 minutes.
547,Gregory Montoute,I WOULD LIKE TO KNOW WHY  PEOPLE EMBRACE TRUMPS LIES AND  CORUPTION
548,Anne Delisle,I believe the Democrats have ties with China. How about dr. Fauci have money to Wuhan China laboratory on Covid virus before the outbreak.  That is what I believe
549,Carter Heninger,Lmfao 60 minutes and the video is only 20
550,richard caines,"He didn't speak his mind when asked, ""tough"" questions."
551,robin emanuel,We need stimulus mr trump..now..executive orders sir...executive orders!!
552,David The legend,60 min more like 20 min
553,Fizzlefuse,"You can tell from his demeanor, his posture and his attitude that Trump is intimidated by an intelligent woman asking intelligent questions. He's immediately on the defensive and accuses Lesley Stahl of being ""unfair"" and ""negative"", clearly reflecting what he's doing himself. He thinks he can claim the high ground by attacking his interviewer. It's incredibly childish and it shows how unintelligent he actually is."
554,Angga Surbakti,All this time other countries want to destroy USA from outside but they always fail. Whoever thought that an insider will do that job for them
555,xKiSuGix,"Mike Pence: ""Our leader is always ready.""
Trump escapes the scene like a true leader."
556,lucia corrao,Where’s our stimulus money is there
557,zach Hudson,The fact is we have 8 million cases and 200k deaths. Compare the percentage of deaths to how many cases we have and then take a look at a lot of other countries.
558,Yassin Azzi,Baby in the body of man 👨
559,go ose,Can’t wait for SNL.
560,crap i died,this is exactly like watching your rebellious sibling argue with your mom
561,Yesenia Silva,She's telling trump why the ppl at the rally not wearing mask. Um everyone has a choice to wear a mask or not you can't make anyone wear one if they don't want.. I think wearing a mask is not good for you all we are doing is breathing our own air..
562,Greeneyed Gemini,"leslie Stahl needs to retire. Her job is not to be biased, its to do a proper interview .."
563,Rand Williams,Miss Stahl is brilliant ! She would not let the scumbag get away with anything....
564,Michael Olson,And the dignity left 60 Minutes
565,K Smith,"I feel like, I’m listening to a child and their mother arguing over why their grades aren’t good."
566,hen Way,Does Leslie always be so rude?
567,DynamicT,2020 is the world mental breakdown year. But my reading for 2021 is blur..
568,Tommy-Alan Hewins,She ask joe howz your ice cream hahhahahahaha
569,RealNewsTV,Pence 2024
570,Rozey Rose,"You should know that when you invite a child to a 60 minute interview, you're only gonna get 20 minutes of footage."
571,Martin Ma,20 minutes
572,Charlie Gordon,"No one at your rallys are wearing masks

Trump: yeah, but they are bigger than ever..."
573,lobonoxxxx,"Support. Lesley, you need to be fair as a major media. But you don't seems to have done that between Trump and Biden. You have lost one of the great American values : fairness."
574,Tao Li,5 more days... what Trump represents will always be there and will outlive him. I am just tired of him being the cheerleader. I need a break. we all need a break from that.
575,Frenchie Phelps,I want Jordan klepper to interview him so bad
576,Raven Belote,"That was painful to watch. Trump is a total gas lighter. That’s all he did through this interview. No one knows better than he does, according to him."
577,Georgia White,He's only for himself not the country.
578,Alicia Maksimova,What a nasty presenter!!!
579,Kevin Seegers,How biased can you be with those hatefull questions 🤢 go look at the Biden one suddenly so friendly
580,Gabriel Pucho,"I like how she asked, ""So what happened?"""
581,bravo 11b,And unemployment rate sky rocketed because democratic ran states shut everything down
582,Liz Dab,Oh Leslie!! Come on! You don’t have evidence? What kind of reporter are you? You’re no Barbara Walters!!!
583,Susan Innes,Can tell who she's voting for
584,Ryan Vlogs,Hmmmmm.... Seems a little one sided.
585,glynnejones1,So pretty much everything orange man bad said was the truth
586,Lillie Pack,GOD IS SHE SILLY?????🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️ i don’t understand how she can just tell him that the facts that he states are wrong?!? like shut up and let the president do his job.
587,m wit,Cry baby cry!!!
588,Adrian Jones,I swear trump reminds me of a great white shark🦈
589,Olivia Lambert,"„I never said lock HER up i said lock THEM up. „

What a buffon"
590,SissiZwei,H ow does anyone not see the biases? This old woman is so contentious !
591,Ron Takabuda,"👍👍👍Congratulations in advance to DJT the next Tuesday.(Nov2,2020)👉👍👍"
592,Vic Eng,The unprofessionalism from this woman to the leader of the free world is baffling. #draintheswamp #MAGA
593,Ricky Zoom 357,She needs a slap
594,Nathan,Lmao “your interview is unfair. I’m out of here. Have a copy of Harry Potter and the Goblet of Fire.”
595,Seymour Butts,We all know she didn't read the book. Lol.
596,chau do,BIDEN/HARRIS 2020
597,Dehavene Lanez,she mad MAD!!!!!!!!!!!!!
598,nachoblack,Mask don’t work.!!!!!
599,Shashlik,"Interviewer: We have proofs and facts  that you said particular things....

Trump: No"
600,Top Survival Cooking,"The gaslighting Trump is doing in this interview is insane. 

""I've never gone after her, I don't go after her. But what she is doing is a disgrace."""
601,M LL,"I liked the part where he was stupid and rude......
The whole time"
602,Sam John,Mike Pence doing interviews like an Oblivion NPC 😂
603,SACHIN DHAMDHERE,Dodge the Presidency like you dodged those questions Donald👍🏻
604,Susan Steckov,Great fact checking overlay!
605,Mr Vader,His name calling is so pitiful 🤮
606,Born in the USA,I’m sick of being told the republicans this and the Dems that. We need to come together again and fix this. 🇺🇸 Biden wants to Unite the United States. Trump wants to divide. Vote Biden to Unite the United States again
607,Berenstein Wolf,I watched the full unedited video that Trump released prior to watching this (37 minutes long) the amount of misleading edits here are unbelievable.
608,M Glory,"This is a debate, not an interview. This is just for the TV show to tell people to vote for the democrats who ran and will run big family businesses out of their administrations to make billions of dollars into their pockets."
609,Bill V,Empty words with no substance and no definitive plan. Incompetent foreign and domestic policy. Biden is no prize either. The greatest country in the world and these are who we have to choose from.
610,procekim,I would fire such a reporter. Pathetic lady.
611,ekik 504,"YOU DONT ASK BIDEN ABOUT HIS SON'S LAPTOP,CHINA UKRAINE."
612,Carlos Cruz,people choice to wear a mask is their own. these leftist want mask police beating people into submission. the public is informed and has a choice.
613,Jody Ball,Why is there no trump videos I've seen Biden and Harris Are they not playing trump Should that be Against The law Even on the internet and through Roku Roku
614,Liz Lizbeth,#covid_spreader_dont_care
615,Cristina N,I can't even...
616,Nick Gansereit45,Its more unemployment because people are getting $600 a week of course they are going to not work
617,Byran,"If my kid talked like his, our elementary teacher will bring me to his office and have a long conversation!"
618,Max Toole,"Watch the uncut video, this is butchered"
619,bamb113r,Hope I'm not the only one seeing Christian Bale playing Pence in the inevitable biopic of this terrible term
620,ned,"Unfair towards trump every time he speaks about a subject she keeps butting in saying ""no thats not true"" and ""theres no evidence for claim"" even when it was proven right just sorry hes wrong when he isnt they never ask joe about the laptop and when someone does ask him he avoids it or says none of it is true its just so bias all the time and they say hes behide in the polls bs it will be a land slide win for big donald"
621,ProductionsHabby,This is so biased I wanna puke.
622,Deirdre Murphy,Gotta luv him 😄😄
623,Ziggy Mandarr,My butcher doesn't chop as much as this.
624,Bogdan Yanovich,"Тут выход сознания из сказки!
https://www.facebook.com/groups/328246815159748/ 
Если вы не знаете этой информации, то на вас распространяется поговорка✓Век живи, век учись и дураком помрёшь✓Внутренний голос (Подставные чувства, подставные  мысли) Оказывается это не естественно для человека.Внутренний голос это радио импланты в теле! Работают, спецслужбы! Привет из роддома!"
625,The,"Lesley, God abhors double standards (Prov 20:10). Softball for Biden, hardball for Trump. Shame on you."
626,Elle H,Excuse me mr president but your makeup is not blended in well 😂
627,David Ardila,Jajajaja You finish they read a book?
628,nick lu,Happy Bijoya Dashami to all of you....
629,Chevyrulzz1,0  credibility  60 minutes has become a joke.
630,Vijay Kumar,Lesley Stahl WTF !!!!!  Absolutely one sided n blatantly partial..... #MAGA !!!!!!
631,lovemyslowee,"""Tonight, on 20 Minutes..."""
632,Azozeo,Convince people like you?🧐
633,Sea Biped,Why doesn’t anyone ask how he is doing a wonderful job?
634,Hobi's Wifey,hit job
635,TI LLC,"So he created the best economy we have ever had, and then a virus that would have shut us down regardless of who was president. Now you guys want to act like he created it.   I was a democrat, and would never dream of voting for Biden."
636,Velvet Fog,The world must have just started 4 years ago because everything this guy does has never been seen before 😂
637,Laura Garrison,Not an unbiased interviewer unfortunately
638,Denise Berger,"Unbelievable to me how he skates around questions and issues - says the same thing over and over and over again because he has NOTHING ELSE TO SAY.  My God- this man is an idiot.  The idiot leading the idiots - Holy God, it's just unbelievable to listen to him.  He's in dreamland.  We're ""turning the corner"" with COVID?  Whaaaaat?  We're better than we've ever been?  Whaaaaat?  In 51 years I have never seen things so bad.  He's seriously hallucinating and so are those that follow him."
639,Mick May,He just lies lies how do you not see that..
640,Mart Mcdo,What's going on in that mans head???? .i think he's lied that much hes started believing it himself.
641,Mr Zitama,"When he said, "" You go back home to Mommy"" 🤦🤣😂💀"
642,zzeulb,I bet his heart was pounding  really hard when she asked that first question
643,Chris,The Whitmer kidnapping suspect also said he wanted to hang Trump.
644,Matt Yourownbusiness,Take a look at Pence's body language when he's asked difficult questions.  He doesn't answer the questions with his words but he does with his head movements.  Often his head movements contradict his actual statements.  Guys a very slippery fish!
645,Angry Wolf,Lesley Stahl is a P.O.S.!
646,Marc Valente,You wouldn’t go to your mechanic to fill a cavity. Why would anyone go to a businessman for medical advice?
647,Thar Still Aims,Golden Leader
648,Mark Harrison,He has no clue about being a president dum just plain old fashioned dum
649,Rusty Cuyler,"Reminder : ""The Global Health Security and Biodefense unit — responsible for 
pandemic preparedness — was established in 2015 by Barack Obama’s 
National Security Advisor, Susan Rice.  In May 2018, the team was disbanded and its head Timothy Ziemer, top White House official in the NSC for leading U.S. response against a "
650,Brandon Sanford,I'm still curious as to how trump gets blamed for the covid 19 situation. A preventative plan was put in place and people haven't followed guidelines. Then people blame all of it on him. We have laws but people don't follow them..how can you blame others actions on one person 🤔
651,Nan Lebou,She’s a liberal shill
652,KayosColony,"""the president asked me to deliver his healthcare plan"" *gasps*"
653,Kevin Smith,"I love it. 
He states a proven fact.
She says no....
He says another fact"
654,A Turk's Documentary,"""You go back home to mommy"" lolll"
655,Samantha Alvarado,"Go watch the REAL interview! It was honestly Leslie trying to debate the president! 


It’s just like Candace Owens said on her Twitter the other day, “I don’t know who needs to hear this but...if you find yourself agreeing with the mainstream media, the millionaire celebrities, and the billionaire tech owners-you are not a part of the “resistance”. You’re a programmed sheep.”"
656,Conaday Sweet,She looks Enthusiastic not
657,Joel Dickherber,"Leslie is a complete  disgrace, completely  bias interrogation. Watch the 60 minutes Biden interview two total different  scenarios. Biden was asked soft question with no interpretation telling him he was wrong. President Trump is 100% correct, the media discredits themselves. The American citizens are not stupid, we stand proud and think for ourselves."
658,Nolan Steinbuch,This was an incredibly biased interview. The interviewer seemed more to mock Trump than interview him
659,BYOB Be Your Own Beauty,"Trump: “Just go down and get the papersss” 
Lesley looks so mortified I wish I could tag my self in 👋🏽and give her a break😂😂"
660,Jonny Sterling,"God, she sounds like a scared little girl who just won't believe anyone who tells her things are going to be ok...   Jesus...  But slanted interview I've ever heard.   Then the one she did with Biden was just softball after softball and nothing but leading questions designed to bash Trump...   #NOTaJournalist..."
661,Putin The Great,"I used to think 60 mins was fair,. Again Trump proved to me they're just another deep state tool. Trumps recording of this interview proved it"
662,FEI TAN KUNG,Joe Biden might the best president EVER!   Look how low the bar is set by #45.
663,Angie Figueroa,"It is truth there are testing going on!  It is not a lie!   The thing is that not many people know that there are testing sites!   Here in GA we have testing running for free, which is great! 
Can’t he joke without being criticized and questioned as harsh as this interviewing woman done?     All this is to set him up for failure! "
664,Wink Blue,"""He speaks his mind"" he ain't there lad"
665,RADIUM CLOCK,This is another one that needs to retire. She's another ancient artifact stuck in the 60s like Nancy.
666,Giulia Aurelia,"What a disgrace of a man. Disgrace, denying reality, spreading lies, insulting and when confronted with a real journalist he crumbles and leaves, disgrace of a man supposed to be a leader of a nation can't even control his temper."
667,Mist er,"God, what supplier bias.."
668,Daysel Marquez,You did not do a good job I thought you was gonna save America but you making it worse bye chile #biden2020
669,Robert Bennett,"Reminiscent of Monty Python and the Holy Grail: ""RUN AWAY!!! RUN AWAY!!!!"""
670,Victoria Ye,"The more bias they did on Trump, the more support Trump.will get from the people! People of United Stares will protect president Trump"
671,Paul Yun,Trump wishes he could dodge questions like Pence LOL
672,Ebony Man,The real 60 minutes is the 60 minutes after the last voting booth closes on 3 November 2020. This event will go down in infamy! 😭😭😭😓😷😷😷😷💀💀💀💀🤐🤐🤐🤐👀
673,jdhrap,"Why don’t you wear a mask in your meetings?   Covid is on your watch. Cases are rising.  How does one person control people and how they act or respond?  Her questions were crap.  But every time he opens his mouth it’s just ridiculousness.  Everything is the biggest this, greatest that, never seen by our country, blah blah blah.  Just so sick of this."
674,Owens,"Tump, I could have sworn you said ""Lock them all up"" right after your Trump chumps started chanting ""Lock her up"" referring to the governor of Michigan. What do you mean you didn't say to lock her up?"
675,jadekillian,What's with Leslie's weird duck face   ...? Like ... is she high or twelve?!
676,Rowan Gostovich,"huh... that ""health care plan"" looked mighty blank while you were flipping through it..."
677,Samuel Hernandez,On his watch racial divide? This is such 🐎 poop.
678,J Bz,"So, no narration for the Gallup Poll 56% better than under Biden/Obama? 

Is that a concession?? Trump was telling the truth??"
679,Me Me,"Prnce keeps shaking his head ""no"" while speaking affirmatively about coronavirus policies."
680,Pedro Ramirez,"""Interviewer: What just happened?? With the president?""

Pence : Lesley the great thing about thins president is that he speaks his mind, look, this man with a marker, projected the path of a hurricane...further, he provided recommendations for those with coronavirus when he mentioned his recommendation of consuming disinfectant and hitting their bodies with a tremendous amount of light...he has a special mind if you will...."
