,Name,Comment
498,Fred Foster,"A 90 minute interruption 

Didn’t change a single vote"
499,Imaginative Bicentipede,Has anyone else sent for a ballot over a month ago and not received it yet?
500,S. T. Jr,I call B.S.
501,Mariasol Nevada,It’s a damn joke. They’re selected not elected so... you’re wasting your time. By voting you’re just agreeing to your demise. Wake up!
502,bobby cocktail and the guat.,So. Dr. Phil knife hands?
503,amazing nature,He showed up with the biggest mask I've ever seen.. lol😂😂😂😂
504,Julianne Dreamwand,A set up oh what a set up.
505,Abdul Juma,q
506,Dennys Alvarado,handled it trans cia
507,Mommy,What an idiot...you do realize he won 4yrs ago right. Where do they get these guests? Biden thinks he's running g for the Senate?
508,Manar Ahmed,"no one:
biden:😄😄😄😒"
509,Ninetey Three,"Bruh, how does that equal 100%?
They obviously boosted the ""..for ENTERTAINMENT"" LOL you don't see that? Cause if not, one of em h0£'s definitely not right 😅🙃

🤫🌹"
510,G James,Vote Green Party🌎✌️
511,Terry Fisher,"For 6 month every update report always say they got good news on stimulus check and when you listen to these people the messages is always the same,  thei only good news I want to hear is the checks are in the male!!!"
512,Stuart Browne,Viva Trump! you did an excellent job. MAGA🇺🇸🇺🇸🇺🇸
513,Peter Wang,"In the future, a debate rule should be made. Who interrupts the other side, his time will be gave to the other side."
514,Thị Ngô,我的名字叫Dinh Hoang Vu，我目前居住在越南的槟城市，我已经找到了人们被杀的原因以及人们在银行账户，犯罪分子中蒙受金钱损失的原因。用这台机器将数据传输到手机上，以控制使用石垫的人，他们在石垫中掺入了化学药品以催眠，现在有人声称自己是该部门的官员。国民议会主席阮提·金恩（Nguyen Thi Kim Ngan）的侄子，击倒了我居住的一些人的结构，以催眠我接管霸权的秘密。世界上，他们曾经成功地伪造了秘密，现在我发明了一些可以改变世界的机器，这台机器可以帮助人们保护自己的知识产权，这台机器可以看着你的一生，我还发明了最精确的测谎仪，下一台机器可以在睡觉时杀死它，它可以使人渗透到大脑中，如果高功率产生可以很容易地杀死人，下一台机器可以通过大脑控制手机的感觉器官，该设备可以帮助人们提高了记忆力，电话的另一侧却忽略了将传送到大脑的哪些图片以帮助人们记忆。目前，我正试图让我疯狂以逮捕我，我记得我的房东以为Quoc Duy来回欺骗了我很多次，这个人告诉警察我疯了，如果我有东西的话。发生什么发明，我将退还给一个和平的人特朗普总统，以后再造这台机器的人与信息传播者和世界各国的秘密国家蜂蜜有关，63c 13133làbảnsxengười này， làmđược，họchưalấyđượcthứnàycủatôi。
515,SouthWest C,Lol I am the democratic party
516,Jessica Pleasant,"Wow this is supposed to be news? They coddled Harris on the court packing question again. I'm embarrassed for these ""journalists""."
517,Dennys Alvarado,I now more about stars government science than any thing
518,Salah Ahmed,Biden can barely talk wtf. I'm a foreigner and I can speak better than him.
519,TheNrodr690,Woohoo! #latinos4trump I’m in Los Angeles! And came from Mexico!
520,Richard Rossi,NO.VOICE FOR BOTH CRMINALS .AND YOUBSHALL DO SAME
521,Eugene Tavares,Wow these guys are so biased
522,Barb Elgin,"baby bully (DJT jr) has his narratives but they are too broad, too untrue"
523,David,"""oh god lol""

-Biden"
524,John La Marca,"The MANUFACTURERS tell you right on the box that these masks do NOTHING to protect you!! 
So did the cdc... Then they changed their minds and said okay to wear them. Then that turned into ""IT'S THE LAW"" they are mandatory!! You must wear them."
525,Sergio Garcia,Wake up @A Call For An Uprising
526,Dennys Alvarado,for all he is doing
527,vbddfy euuyt,This is the craziest rap battle I've ever seen.
528,Madison Andrews,Can someone time stamp their topics please
529,Cindy Grigg,I'm not impressed Bieber. I mean Biden. 😄
530,MrShadowZerro,"did he just called Covid-19 as China Plague?  Man, that's totally a Mess-up."
531,Kenny Knight,Yeah and CBSN and RB news media  should be in jail too
532,Dan Chris,TRUMP 2028 !!!!
533,Inflatable Fun,Honestly Joe Rogan should have been the moderator this was a joke!
534,Metro by Tmobile,Who is she trying to kid?
535,Magic Tarot Cards,This is true
536,Kunchen Liang,Can't everyone just vote for Bernie Sanders?
537,fc 89,Biden 2020
538,Meg,"""chaotic"" is a good word for it"
539,fc 89,Biden 2020
540,fc 89,Biden 2020
541,fc 89,Biden 2020
542,fc 89,Biden 2020
543,Lexi Marie,The fact that Biden was so calm. I would’ve lost it lol
544,fc 89,Biden 2020
545,Joyce J,Is this a debate??
546,Hank Menendez,Ahh poor little snowflake parasites !
547,Detective Police,What a smoothing voice of that women in Purple.
548,LIAM,i can feel myself slowly being radicalized
549,Bl4d3 run,Do I care 
550,FALSE,What am I doing here I'm 13 and so invested in this
551,Phillip Jones,A global embarrassment
552,Nehemiah Middleton,HY TRUMP TALKIN TALKING BOUT  WE DONT NEED MASK LOOK WHAT  HAPPPEN TO HIM
553,Carter DJ,If their voices were higher pitched I might’ve confused this debate with pre-k kids fighting over who gets to be first in line
554,Amy Krzyszton,Why does Biden have Black Eyes?
555,Locked & Loaded,Yea your right you don’t know what he was saying. Ur the best person they could find for this interview? Slim pickings
556,BasementPublicRadio,"“I’m Joe message and I forgot this Biden.”

- Joe Biden’s husband"
557,William Holley,she is so full of  BS!  There is no health plan
558,nick name,1:44:15 that's where it got personal
559,Andrea Bryson,Please put him in jail already
560,Blasian DaDon,Omg 🥺 Florida why y’all pick trump.
561,Robloxuserx !,Biden 2020
562,Syed Minhaj ali,Mr Joe bidden answers is true .
563,Alexis .O'Connor,Imagine bringing up someone's dead son to try and prove a point
564,Mekhi Saunders,They argue like a married couple
565,Roman Reigns,"I am sharing this testimony to partners suffering in relationships or lost their marriage. There is an enduring solution my husband left me and our kids for another woman for 3 years. I tried to be strong just for my kids but I could not control the pains that torment my heart I was hurt and confused, i needed a help so i did a research on the internet and came across a site where I saw this Dr izebho  a spell caster who can help get lovers back and other help you may  need.  i contacted him and he did a special prayer and spells now my man is back and  i have a happy home. you can also contact the temple on izebhospelltemple@"
566,Harold Rose,VOTING FOR THE THREE STOOGES NOW
567,B Millz,Jo Jorgensen 2020
568,Samantha 78,YMCA ! TRUMP NEEDS THE YMCA! 😅😅😅😅😅
569,emely gabriella,“president trump did a phenomenal job” meanwhile we’re still in the midst of a pandemic 7 months later since the beginning and he’s not yet established anything & instead is claiming that the virus is a hoax and doesn’t wear his mask. our president everyone 😭
570,Dennys Alvarado,sorry
571,Deney Ho,750 dallas tax only.
572,Joan Voss,This was a train wreck with no survivors.
573,Young Hong,you should be assamed of your company.
574,Vicious One,I am embarrassed I stopped watching I couldn’t
575,Phat Mo,Its a shame people will be using this debate to make up their minds on who to vote for.
576,Domino WELLO,"On behalf of all who are in high position, that we may lead a quiet and tranquil life in all godliness and gravity. May God give them wisdom to discharge their responsibilities and govern righteously according to God so that the church may go on in peace and tranquility 
http://godseconomy.org/"
577,andy houghtaling,This is what you get when you live under the premise that there is only red or blue. Enjoy.
578,orion9k,So who's going to win the election? Who should I bet my 100$ dollars on? Hello from Denmark
579,Linda Mattson,Fox news
580,Kishe Tamara,He keep saying ppl are very happy and........what ppl he referring?  I think he is talking about  him and his political campaign. He only talks about economic. He only cares about himself.
581,Sungirl Slynnewood43,She put on moodies
582,Ricky Galusha,"We need Joe Rogan to be the moderator. We would get real answers, and he would be able to control the  candidates. This moderator was horrible, and did not do his job. He let the American people down."
583,Deb Woods,What liars this tv station is no wonder we have people that don't know the truth
584,Jessica Djonne,"“Here’s 20 billion dollars” for 🇧🇷 Brazil and their rain forest, so they won’t burn them down. (Biden said he’ll do if elected.) 
I’d rather that money be spent Here! We shouldn’t carry the burden of that idea, Biden. 
Imagine the trees and jobs created if we spent 20 billion in trees and planting for our Own country!!! 
Like those countries wouldn’t burn it anyway, or after a few years?!"
585,AP AP,"That is true I left my old job around the time he came in office. He got rid of the employee mandate and all my ex co-workers lost their health insurance. My old boss a ,Republican doesn't like to pay for coverage for his workers."
586,Brooke,This guy🙄
587,Alex Wood,"You know what, imma move to iceland☺️"
588,Dennys Alvarado,they have been looking for us my dad and grama deserve to serve dot be shameful we produce money to help not fit like stupid man stop ser we are not going to service if u learn to handle your temper my grandma has the same she is quin Adolfina
589,Flora Page,H1N1 was a Flu Virus 🤧 😫 😪 😢 we don't  trust Biden
590,John La Marca,Violence in response is never appropriate!? Really? Then WHY are our troops still in Afghanistan and Iraq and all these other places the media NEVER tells us about? Violence is never the correct response? Then why do we need a military AT ALL?!
591,MOTOR5PORT,Who cares if he paid taxes or not other than the IRS?
592,Sean Charlebois,O youll be crying..
593,Arturo Perez,Im telling pepole in roblox and one said they vote red and red is for donold trump
594,Tattletale Hermès,"Hey here’s What Nobody is Talking About, Which has Been verified 

Russia, China & Iran are already using their collections of Voter Registration Data,
A Perfect Plan, to Steal the Election with Outside interference"
595,Pussy Lover,Let's go Biden2020
596,Yellowhairboi,"Its started off fine, but ooooh boy did it go downhill."
597,x-Tr-ip-py-x,"Who are you gonna vote for Trump or Biden and why? 
This is the internet and its anonymous I don't live in america im just so interested to hear?"
598,Renee D,Cbs BS damned autoplay
599,lO Ol,"Democracy is so democratic that it gives everyone the right not to want it ... And to prevent the right to choose is, anti-democratically, to violate its principles ...🤓🗞️"
600,Al Mirand,🤔 Biden needs a.  **N U R S I N G.  H O M E ** NOT The White House..🤔
601,Shae Powell,Biden is gonna sale us out
602,Micah Espinoza,“He’s losing the race? HAHAHA!”
603,Robert Colson,Paranoia scent
604,Phoenix Rhodes,That tan doesn’t cover the fact your very sick
605,natfortplum southerner,"You missed to put Cris Wallace statistics. He was way too involved. I wanted to hear the candidates, not the commentater I can watch all day everyday. He thinks way too much of himself. Shut up Cris, let the candidates talk!"
606,Andrew Fiedler,Can someone post the time stamp of when Sleepy Joe called Lincoln the most racist president?
607,sam vlog,Is that any truth came out of their mouth???
608,antonio montana,True He done so much in in 3 years than the rat swamp in 51 years
609,King JuLs,"Fight biden brain and heart apply, you are our support Filipinos, You are what we want to be president of america because you are a good person. 🇺🇸❤💪 #BidenHarris2020 #JoeWillLeadUs #BidenHarrisLandslide2020 #JoeBiden #USElection2020"
610,Scott Engelauf,I think I finally know how ppl feel when they talk about migraines
611,tram dang,Taiwan can use force to invade the mainland to unify Taiwan
612,Krystal P,Hey Trump...I work full time and my copay went from $20 to $140. Wtf
613,A Dude,"I can't stop laughing... These Marxists are so crazy... In any case, two weeks fast forward and we know how that ""debate"" went-on with a Wallace, who disgraced himself and a Trump who fried his sorry opponent. Man I can't wait to see their sorry faces in November."
614,Dennys Alvarado,yesss sorry ser you at a god
615,Maureen Wright,I feel sorry for future kids that will have to write an essay about what the presidential debates of 2020 was about in history class😕😂
616,Jarret Cheng,Support Biden support yourself hidden ，   support Triumph ，support prophet support profit 。
617,Gus Hutchinson,"This is comedy gold second time around!!!
But  seriously Jo... Please please please don't invade and occupy Syria. Lovely people... A lot of innocent civilians will get killed and injured.. Why?,.. Try to make a friend of Assad... He is very  intelligent and of good character , please give the guy a chance... For world peace... Try and remember he was democratically elected by Syrian nationals in fair and free elections... He is not a religious fanatic."
618,Chris Gorman,Donald trump dosn't know how to debate reminds me of my how ex girlfriend argues when caught lieing
619,kiyan west,1:31:20 spoken like a true leader.
620,M S,"Biden: (sarcasticlly) ""That was a real productive segment."" ""Keep yapping!"" 🤣"
621,Journi VR,TRUMP 2020
622,Saed Marzouq,I hope we win and defeat the coronavirus
623,Alex Petrus,Who is runing the democrats Biden or Obama?
624,Richard Rossi,INFORM.THOSE KILLERS CASE IS REMAINED VALID. 89 THEY MUDT SERVE RIGHTIOUS OF VICTME .NOT TO ANUDE HIM.FIR YRS. CASE CANT BE FRAUDELY REMOVED. ITS CONTINUE TO BE HELD VALID AGINST U S GOV89
625,Mary_Ann Abbruzzi,"The GREEN DEAL ALONG WITH MISS GRETA T. are BOTH a RESOLUTELY, POSITIVELY  , DISASTERLY LIE !"
626,martel hinds,This was the most bias debate that I have ever seen and so beware because this is the typeof corruption that they are trying to slide into the government God Bless you Mr Trump at least with you we know what we are getting.
627,Dennys Alvarado,yes awer world is only going to get bigger and new born
628,Pug Zilla,All you globalists are going down
629,Scott D,I still can't fathom tha t these are our only options for our potus. Worst nightmare ever!!
630,matangaro pritchard,Trump will turn the debate into his personal experience beating COVID19. His ego will erupt to avoid the hardcore questions that are beyond his comprehension.
631,FVG_CRISP i,Settle for Biden
632,Kelsey-Bernard,A total clown show.
633,Grace & Truth,Really wish these presenters would keep their opinions for themselves.... they think we care!
634,Novik,The Trump vs Hillary debate will always be more civilized than this.
635,Good Ol Boy #76,I have already voted and can say without a any question Arkansas is still a red state.
636,Joe B,Joe Biden is propagandizing once again!
637,Amanda Collins,"#PurplePower #SecondStimulus #HelpTheAmericanPeople 
Why is no one mentioning this??"
638,cristal crystal,I'm wondering why  nobody takes seriously the homeless problem and the way this country is going down.  Unbelievable.  Look CA  the most beautiful state  full of homeless and trash.  Sad . No changes. Why they never talk about the Zombies in this country.
639,jenevieve gabriel,"TIMESTAMPS (will update as i watch)

31:17 — breakdown of debate topics
35:14 — supreme court"
640,Matthew,The media.    they just open their mouth and let the lies fly
641,Dennys Alvarado,sorry canedet
642,Tenter Alfred,Hello.   My.    Fb.      Friends
643,Nope Hidenbiden,Trump 2020 Yeeeeehaw
644,Josiah Ukabiala,Vantage Biden
645,Julio Cicarrelli,very irresponsible
646,Grady Chandler,We need a 3rd candidate. Both these. Guys are crazzzzzy
647,Aaron Antonio,Bidon is raciest
648,journeymanX,"Plug them with electric wires whoever speaks out of turn gets shocked
Mild shock coz they’re seniors"
649,Sungirl Slynnewood43,Where is Melania birth certificate
650,Bit Finesse,Why would the Democrats run Joe Biden?
651,AmandaJL WedRide,More SNL than SNL.
652,shawn mcdonald,TRUMP 2020
653,Rippeddrawing,This is sad
654,BKD SOG,He's your president!
655,Brett Pechatsko,The moderator calls sleepy joe vice president and trump he calls sir.Lol
656,Jessica Djonne,Sit down Hilary ... your finished. We showed you with our votes that we are tired of heavily lobbied politicians making choices for us. If the Democratic Party would try instilling some integrity into their behavior it would help them tremendously!
657,Dennys Alvarado,I Denounce my address dad for being a perve and take my baby away se is in danger plis help me see has a very low blood kind and he moved and berly he changed his number he is sick and I don't trust him at lest help me get my baby before is to latte I don't think they want him in his city
658,Uel Abraham,These are the options? Wow.
659,Jack Inabox,"Vote for Biden and lose $1,200.00 because he said he's not going to sign on a second stimulus package for individual working people like you and me!"
660,ROC,190 polices retired recently in Seattle because they simply don't want to duel anything that the black man involved. We need law and order and police can function properly.
661,not from earth,Camacho 2020
662,eduardo matematico,im sure trup is out ok
663,mari mari,"This is my first time watching a debate, and boy oh boy did it deliver 🙌"
664,4EverV'sGee,I would never want my child to know this ignorant poor excuse for a man was a president. When you act worst then a child on a 4th grade playground  there's no way you can be an example or a leader. When you have nothing valid to say just try to hit below the belt.
665,Kathie Littlefield,Please take time to count the mail in ballots.. I pray mine is counted.
666,lento7421,TRUMP2020
667,Mitchell Noland,Chris Wallace should have retired the next day...
668,André,I would like to see obama aganist trump down here
669,Erik Parks,You know president trump be hittin that oing ptoing. 😂
670,Aries Diaz,"Obama and Trump have done the  exact same thing
Put money into the military n health care
Das it"
671,Alice Susan Harding,"As a non-US person, wondering why they call Joe Biden Vice President? Isn't Pence the Vice President?"
672,Conor Devine,Trunp
673,Max Grind,Sad state of U.S. existence.  Just like two toddlers fighting over a toy. He said..... he did ..... he is a lier ...... No he is....... 😢👎
674,Kathy Jager,Especially with the latest news Joe Biden I don’t think can be trusted.And I don’t think Joe Biden is anywhere near the poorhouse
675,That dude Tigah,"How is biden going to stand there and say that it isnt true his son was dishonorably discharged from the military that's a bold faced lie if he lies about something ""little"" like that imagine what else he lies about"
676,Jace Morrisette,Boo trump
677,Shawn Hallam,They're making a Supreme Court Judge getting picked Over the American people their money they don't understand the people are getting really sick of it it  going to turn into riots is that what they what
678,INSTABLACK TV,This is a joke.
679,awake awareness,Go Trump!
680,Annie Fanny,Joe is the WINNER!!!
681,LaVoice Brandon,This was so disrespect I can't even watch all this
682,Robert Barasa,Z
683,totalynotfunny guy,44:12 “Guess I’m debating you not him (points at Biden)” was the summary of this debate
684,Christopher Carlile,That is not what kamala said!
685,Caramellioness Rasqueen,BLUE 🌊 TRUTH PURPLE POWER  n Red is DEAD!!! Blue 🌊🌊🌊🌊 TRUTH; PURPLE POWER; Red is DEAD!!!! 🌊 🌊 🌊
686,Mark Palluccio,If certain Republicans want to keep their jobs they need to vote no on the supreme court nominee other wise there done
687,Tenter Alfred,Hello.   My.     Fb.     Friends.
688,KatChris Reactions,Joe had to drop out of the race back then for lying about the position he graduated in his class lol
689,John Griffin,nakedwomen ocean mushroomhead
690,Dennys Alvarado,I want the other man to be present sorry I think donold knows he did his job
691,Kristopher Krueger,Biden NOT SENILE?!?!?!
692,Ivan Rihhadatul Ai'Sy,Why is this whole debate feels it came out from a monty python sketch...
693,Warren O.,So yall are running trump against Hillary again?
694,eduardo matematico,7 milyon have on anerica virus is that ok you tell mo are you concern maam sir
695,Teacher Jammie,"Teachers are worried.    The education of our future is skeptical.   Telling teachers not to be worried is ridiculous.   The common core educational plan has been splinted because teachers are trying to teach with students who do not have technology resources or parent buy in because they are working too.   
I have yet to hear from either candidate who will bring stronger education situations for our students."
696,sheppard levy,weirdal scrubby thejump
697,NorCaLove1,Media blackout
698,Flarzoint,I think we should vote BIDEN off
699,Jessica Evrist Art,“COVID19 is patented you have to be injected with that cocktail to get it. “ Dr. Judy Mikovitz
700,Ian Whiteley,Biden cought smoking gun in hand  as a criminal
701,JOHN colombo,i havent laughed so hard in a long time
702,Snylys,LOL  how delusional are these people
703,Bit Finesse,"Commission On Presidential Debate (COPD), I just noticed, shares its acronym with Chronic Obstructive Pulmonary Disease - interesting."
704,DeeDee Dailey,"SIR JOE BIDEN FOR ALL PEOPLE ON THIS EARTH..TRUMP'S IN FOR MORE MONEY AND FOR THE RICHES ONLY.
( SIR JOE BIDEN 2020.)"
705,Andrea B,Joe Biden  make me sick I just saw a video of a lady who work for him in 1990 and he was a  pervert and discussing man touching her and said nasty things.  They should create a mural about joe Biden  by saying  how nasty he is
706,Melana Ellis,How are people getting murdered a “party issue”
707,brooke martinez,Trump got covid bc he interrupted Biden :)
708,Madeleine Kayser,BIDEN GOT SMOKED
709,American Reviews,God Wins and sent us an outsider ... believe it.
710,Jose A Jimenez,the beast  .  .  .  the false prophet   .  .  .  . the dragon  .  .  .  .
711,Lynz B,"""Show us your tax returns..."" lmfaoooo"
712,Eugene B,"""If you don't let me sniff you, you ain't a child."" ~Joe Biden"
713,"Lori , Michelle Smith",TRUMP 2020
714,maryspring channel,"Don't understand how Mr. Biden can claim to be a good and faithful Catholic as he denies so much of Church teaching especially on the absolute child abuse and human rights violations of the most innocent, the not yet born."
715,Gabi Ct,"Biden for (P)resident at Senior House! 
he could have all vaccines bs that were prepared for us by the best ˝doctor˝ of all, billy-bob gates with fauci´s help that payed 3.7 millions to china to serve them nwo."
716,David s,"--Each candidate has to wear a shock collar.  
--Each interruption = 5 shocks.
--Each time Trump is shocked, Americans have to take a shot of tequila."
717,Soft Couches,"I haven’t a clue why this channel turned off the comments for their video on the 1960 presidential debate Kennedy vs. Nixon. But the stark contrast in the nature of these debates is really hard to watch. I believe that the way they moderated the debates back then worked miles better than the chaos we had here of both men cramming answers into 2 minute statements with NO opening piece to bring clarity to future questions asked. The committee should be ashamed, they set this up for failure and to discourage the American people from their hope of the future."
718,Oversoul Tcg,no one should vote for either of them
719,Ashley Marie Mayle Child of God- JESUS Christ,49 left the next debate was so much better without Chris!!
720,Billy Dring,"Buycot the Olympia by Xhina , if their king do not step down !"
721,James Kegley,"discussing covid
trump: I BROUGHT BACK FOOTBALL"
722,Tia Guerra,"I'm voting for biden,he aws"
723,Anri White,Biden win
724,Sky Angel,Biden lied but was a calm liar.....Not impressed!
725,Matthews C,we want the second debate in person 😠😠
726,ghadz kie,wow...the G.O.A.T. presidential debate EVER...i understand NOTHING.
727,kwan robinson,best out of two i say trump sorry if i have to choose it will be trump at least we may see relief sooner than not
728,Julie Condoyannis,Looking back I’d say all you commentators....not journalists were WRONG!
729,Randy H,CBS is a communist  channel
730,Treva Rose,The MSM has been colluding with the socialist democratic party in their non-stop attempts to take down a fully elected President of the United States of America. Shameful.
731,infringinator,I lost respect for both of them talking over eachother.
732,David mack,Trump funny asf 😂” cause no body will show up “
733,Dionela Carpio,..
734,Angie Crooks,Nothing is funny Our Family and CHILDREN lives Are At. State.
735,Cindy Adams,JOE LIS HESENT JOBS TO MEXICO ANDCHINA
736,Kareem Mcgee,OMG we’re all gonna die !!!!😂🤣😂👌🏾🌬🔥
737,Citizen of the Free World USA One,...it’s time to throw the survey away...it doesn’t work...it doesn’t show a real Americans believe...
738,Richard Portman,What a disgrace.
739,M Lynn McClish,Bidens a joke
740,Josh O'Connor,"Trump didnt even interrupt hilary like they said, she finished talking. Bipartisan hacks? Duh"
741,Umbrella With no videos or content?!?!,"The journalist to the President and former vice president: this is a really serious subject, so let's be serious about it."
742,Diego Gonzalez,"people remember we have a third party candidate ""Jo Jorgensen "" lets not messed it up like we did with Andrew yang"
743,Anonymous,Trump to Biden in Debate 'Family Attack'~ My Daddy can Whip your Daddy!
744,bob smith,I really believe I deserve an award for not putting my fist through the screen every time Don Jr comes on. 🤢
745,gharcya01 rodrigues,trump won  debate
746,j. j rose,"Unemployment? 
Stimulus check?"
747,Kelly Goines,Is trump serious?
748,Nicole Oliver,Trump helped our small family business a lot... Trump 2020
749,Chad Uhrmann,Y'alls math is wrong??? That adds up to 118% and im the only one that noticed this from what i see?????? Fish
750,fortnite player 2344,I vote trump he rigt
751,Trishy Angel,Shouldn’t involve your family in politics IMO
752,Dr. Wayne Herman,"Yesterday something very odd happened AGAIN at The Social Security Administration that may indicate that 'checks' will come in before October 1, 2020: I received my 1st COVID-19 Economic Stimulus Payment by direct deposit on my 'Direct Express' Debit Card. If a Direct Express cardholder decides to opt-in for account alerts by registered E-mail, such as ""Pending deposits"", and ""Low balance"" alerts, the cardholder will receive an e-mail notification {alert) usually 1- 2 days before the date of the deposit. And no more than (3) days before. Yesterday, October 18, 2020, I received the Pending Deposit alert for November 2020. My takeaway from this: ""If you check your account balance by going to the Direct Express Web page or by calling the Toll Free number and notice that there is more money in your account than should be there, it wasn't the regular Social Security monthly benefits deposit."". Here's the thing. Direct Express Debit Card help desk associates will not have any information about a pending economic stimulus deposit. They tell people that if the money shows up, then they know the 'check' was deposited. THIS IS A REPEAT SCENARIO OF A PENDING DEPOSIT ALERT OF THE FIRST 'CHECK'. I was notified of the regular SS monthly benefit deposit two weeks before the pending deposit"
753,robert,"The United States always saw Latin America as its backyard, invested and made a Communist country like China grow, with a wrong policy, and it did not look at its own American Continent where it lives, impoverishing it more, leaving it at the mercy of strange ideologies, its Allies and friends are in this American Continent, if there were not so much poverty in this continent there would be no immigration problems for the United States."
754,"Lori , Michelle Smith",TRUMP ON !!!!
755,margaret tabors,Biden for prison
756,aztec quetzal,We are going down just like the Roman Empire lol this is scary
757,Tony Nguyen,"Fix the hard drive and debate later
Sucks!!"
758,Flora Page,You don't w0ant to talk about your son Biden
759,brs rafal,trump 2020
760,page mumpower,Trump 20/20
761,Daniil Usachev,"1:17:56 ""No, you're a number 2"".. ""..no"". Hahaa~ These guys are ridiculously professional, Wow!"
762,Leona Madrid,I feel this debate would be a real world stage mockery of the century. Do they know that the world can see this and really laughing out loud! It's sad
763,Carl Bernroth,"This is a serious question to any american, would you pick pest or cholera?"
764,Kim Lee,Well done Trump
765,Freda Yourself,This was the worst debate I have ever seen.  I felt like I  was watching 5 th graders argue.
766,bd bd,"This is like listening  to tweedle dee and tweedle dum, good job America lmao"
767,Darien Cherry,Its Crazy soon as its over they Bashing Trump! I can't wait till the truth is revealed.
768,fc 89,Biden 2020
769,Steven Lopez,Its very clear now these 2 men's differences have shown.  It's like were all on an island  one leader say let's keep doing everything the same  no progress like the great pioneers that blazed the trails before us let's keep doing the same rabbit trails let not change it's to scary even though one day soon we will eat everything run out of everything contaminate all of our drinking water destroy our air all we have to do is look to the past the first day they landed on this island we call America they thought the resources were endless they could cut trees down forever  not so they learned the hard way we look to Chinas mistakes there water is so polluted they will never drink from it again there air is black as night a wise man learns from another man's mistakes  trump is filled with fear and he is not a pioneer just a scared elder wanting to sit in the same place doing the same thing till it's all gone like a person stranded on an island  delusion has set in the clock is ticking and one day that island will be so contaminated and there will be no place to go our kids and grandchildren will suffer cause of trumps fear. JOE BIDENS  ON the other hand is realistic he emphasized the consequences is in touch with reality there is an end to everything and is a true pioneer a trailblazer for this moment in time knowing it's time to move forward the past was amazing and were greatful for all that brought us to this moment but it's our turn to create invent so start the industrial boom  of progress  its going to be difficult but so was it for the first Americans  Joe Bidens realized there is an end to the old resources it's just math numbers never lie nor does he it's our moment in time people were afraid of carriages with out horses the car now cars without gasoline engines are scary but no scarier than a horse less carriage   time to listen to reason not fear were on the clock before theres no turning back God didn't give you a spirit of fear vote for the trail blazer Joe knows no fear Biden
770,Pancho Perico,"a friend of mine is getting her insulin cheaper  ,the price dropped from 180 to 21 dollars, Trump said the thruth , ask your insurance why they are not pushing for lower prices .. 
Biden did you forget rhat you force lower income people to pay a penalty even if they could no afford your garbage health insurance,  that was so expensive that when I  quoted for it"
771,Black Phoenix777,33:00 if you just want to get to the beginning of the debate after all the hype.
772,Dennys Alvarado,salí this man got his paper using me he is a perve I'm small and him using my name as a 14 year old he hi is a indien
773,delf83,Vote Blact Dot 2020
774,Uncle Gruesome Hedsjodt,You see. This is what is important in your (worthless) lives: The 'choice' you have between and old white Demonkrat and and old white Republikan.  Isn't your life full of meaning!  You get to 'chose' what Satan and the Jius give you as 'options'.
775,Erisvaldo Junior,JOE BIDEN PRESIDENT 🔵
776,hayven lafrance,i’m out of breath from watching this
777,John La Marca,The ONLY NEWS that is not fake is what the everyday people post on their YouTube channels!! And censorship abounds!! Soon there will be no difference... You will ONLY hear what the oligarchy wants you to hear...
778,AdrianTheHomie,"Moderator: asks Trump a question 
Trump: begins to answer question
Moderator: “ MR. PRESIDENT PLEASE MR. PRESIDENT I AM THE MODERATOR OF THIS DEBATE PLEASE MR. PRESIDENT ”"
779,Joycescott Scott,"I don't know what they need to decide on. because if we keep going like this.
 this man has massacred this country. and to have people to sit up there like they have a choice you do have a choice. because we going down unless we do something. this man is destroying this country Donald J Trump."
780,Jon Yeager,TRUMP 2020
781,Cole Johnston,I agree with other commenters who have said that their mic should be muted if it's not their turn to talk
782,Sheila Burrell,"Let's be real. Floyd was a criminal like me. Were all watched the video of the white boy killed in Virginia beach..... I'm white and believe me I'm not privlaged. I live on $780.00 a month.
Trump 2020"
783,Aaron Zywicki,TRUMP2020MAGA
784,Justin Clark,"What I wish... Is that Media coverage, and journalists could remain neutral. Instead of letting their political views turn them into mouth pieces for their favored candidates."
785,Cindy Adams,IF HUNTER DID NO WRONG WHY DID JOE BRIBE FO1.5 MILLION $$$$ TOFIREA PROSECUTER
786,Mimi Cobb,Joe Biden is going too win
787,Mike Brown,Trump 2020!!!!
788,blackman32104,Go trump....sleepy jo must go.....
789,Jean Hawaii,What a bunch of snarky guests on your little propaganda show.  Biden IS a S show.
790,Assassinate Justin Y,47:44 two kids in the class that have different answers 😂
791,B Prathe,Trump 🇺🇸💪🏻💯
792,Nguyễn Phương Thảo,better ave timcast
793,PeterTV Show,Joe Biden에게 투표 해주세요 !!  Donald Trump를 믿지 마십시오 !!  트럼프는 거짓말 쟁이 고 그는 악 ..
794,Knome King,"I noticed that when Trump said, ""they want to shut the country down and we want to keep it open, they want to keep the country at a stand still till AFTER THE ELECTION."" The Moderator IMMEDIATELY INTERRUPTED HIM..."
795,Brianna •,Among us has better discussions than these two
796,jeff pain,TRUMP 2020
797,Roger Williams,"10 REASONS NOT TO VOTE DEMOCRAT
It's a question of ""control"".

Biden: If I'm elected, everyone must wear masks (MASK MANDATE)"
798,Steve Pasquale,Trump 2020
