,Name,Comment
301,Abhinav Banerjee,"The way Biden denied that he took any money from Russia, I kinda think he did take it. I like Trump better, even if he's a total clown. LOL."
302,Brenda Overholser,All Joe Budden like about his wondrous dead God killed him we didn't that's all he can talk about is the one that's dead he's not worried about the one that's alive
303,Daisy Boafo,I think the moderator is the star here. She controlled them like a boss mom👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾
304,PT META MUTIARA RAYA,Semoga saja joe ini tidak 11 12 sama trump
305,kelownarealman,How does he lie so easily
306,sam kater,I live in the netherlands and i dont even want any of these 2
307,Alen Abayti,Glory Glory Man united 5:0
308,zadran zadrani,how to pay tax in advance ?! and how an individual do his own tax?
309,lil sauce,joe winning the elections is like having a poorly made voice assistent run the country
310,LinksHopping Golfer,"Notice how every president after their first year looks noticeably older, with more white hair than when they started. Trump doesn't look a day older. 🤔 Hmmm... I guess it's his 11am start time and 8+ hours of watching what people are saying about him."
311,Nick Jay,I'm immune ... bollocks! He only says it as it can't be proved and it's going away? Is it fook!! :( - and is this a repeat of the last debate ... the virus discussion is almost the same rhetoric as I heard last time. Trump needs to wake up and smell the roses!! ... hang on this is from 23rd October ... so this IS the 2nd debate not the final one surely?!?
312,Joey Quintana,"Never had it...stop believing lies, all sudden he got  cova, and now its miracle ""lol"" don't believe trump lies...not hard 2 get he full of b.s......"
313,Joost Leisder,The fact that the length of this video is 1:33:37 can not possibly be a coincidence. This election is a massive joke and deserves such trolling. I approve.
314,Rod Jose Nico,what stupid conversation talking about green energy and forgetting the sea energy where its proven efficient
315,heisenmountain B,he was like a vacuum cleaner lmao
316,Kyle Lohman,How the hell do we know what's actually true and what isn't? Both of them are accusing eachother of different things and events that have occurred but none of us actually know what is true and what isn't.. i wish they could have something that could fact check what they say!
317,Davien Glywasky,16:05 I don't know what he means by losing their jobs because We can Do things around
318,Soni Studios,Definitely more civilised than the 1st 👍
319,Tasha Reis,I can't stand when Biden starts with the death fear selling fear
320,Scrap That With Matt,"Okay she was simply professional, hands down"
321,ssk ssk,"It's like one and another,
plan, strategy and countries developmental goals which they have  discussed .
INDIA SHOULD ALSO THIS KIND OF DEBATE IN ELECTION SESSION."
322,Snowman374th,Biden's going to be voting for President Trump. He thinks PDJT was the best man for the Job. He just hopes George doesn't win.
323,I eat shit to see if it comes out as food,How am I supposed to watch a presidential debate with this audio?
324,Dorothy Schumann,Read the comments get the executive order get the checks out
325,SpecialEd Cop,"45:21....''and we're gonna do even better''...WHAT?    ....was that censorship, microphone technicall difficulty, the youtube video-skipping? what did he say at the end???"
326,asif99jan,"#VotebluetoSaveAmerica
#Voteblue
#VoteBiden2020"
327,Deadbeat Queen,With all this money going around can I have some? 🤔
328,BEN NILSSON,"God in Heaven! Devastate and ruin Trump and Bidens plan to, rule just one more day! Their time has gone for several decades ago! They just wants attention, every day, around the year! Take it from them and let them feel the opposite. Jesus reveal the famous and rich ones! Amen."
329,Felix Rodriguez,Quality entertainment folks!
330,Shaya Kay,"Billions, Trillions, Millions... USD any time!"
331,MOHAMED ELB,This debate takes about one hour and a half and these two old men over seventy and if one of them wants to toilet or maybe they wear adult pampers 🚽😄
332,Rohan Plummer,Many bank account all over the world wow..I'm amused
333,james quall,Look how Joe biden starts nervous blinking when hes lying about taking money from russia
334,David Atlas,Biden looks like the guy in the suit on the megadeth Albums lol
335,Balnor,"All politics aside, the sheer amount of fearmongering employed by Biden is chilling. I would not like a person like that in charge of the US."
336,JULIO CESAR MARCO ANTONIO,"1:03:48

Only the reallyyyyyyyyyyyyyyyYYYYYYYYYYYyyyyyyy"
337,Ethan.Y Video,Wow
338,VonBlund,"If this is the best the Democrats can bring, then Americans have a real issue."
339,yourtube tv,"I'm here for learn english 😁 I can understand trump more than biden , so vote for trump please 😁"
340,Nunya Biznes,I actually think Trump should stay as president just to see the difference between his term and other presidents.
341,Destany Cates,Where was the part where Biden said something about trumps whistle 😂
342,René Ondracek,"# HALELLUJAH..WE SUPPORT U ,MR. PRES. TRUMP ..U WILL BE WINN BY THE GRACE OF GOD!!! ✝️♥️🌍🙏☔️🙏"
343,Why Should You Care?,biden said any country should Pay a Price for intefering in their election and thats mean war happen if he elected..dangerous
344,kenny mukanzu,My advice to Americans is vote for Joe...I am Zambian.
345,Dillyn Mykal,I didnt even know this debate happened! Gotta grab some popcorn!! 🍿😎👍🏼
346,Jholok Ghosh,গ
347,fytsizzler,Operation War Speed aka Operation New World Order and depopulation of the masses. Gotta love America hahahaha 😂
348,Jesus I trust In You,1:01:10 I will be president of USA not vice president of USA. Isn't it obvious?
349,Ryan,Love how Biden loses track midway through his points.
350,Popo P,We Iranians must have an absolute right to vote in the American election as its result effects our country more than our own government!!
351,percafterperc,joe's tries so hard to be a alpha but deep down he knows he beta
352,CamoLive,MAGAA PUTIN 2020
353,Brodie Whelan,Sweet
354,crazy burrito06,DADDY BIDENN🥵
355,Emma Taylor,Why does she's address Biden as vice president when Mike pence is at the moment
356,Santhosh M Kunthe,1:19:28 India. . . Thank God our country was mentioned at least once. . .
357,Jordles,Still don't know what Biden's plan for Covid is.
358,Vince Garcia,Putin/Trump 2020 MRGA!
359,Behram Zulfiqar,trump is burning... like well match their tie colours.. 🤣🤣 red( fire) and blue(water)teams
360,Wilfred Benoit,5624p
361,Joyce Garza,I think they not doing anything about it both of them nothing the people are doing something to be save * the people
362,kaos kaiya,Whoever votesfor Biden needs their heads checked !!!
363,D tramvaia,Politics is a deadly scam and completely redundant nowadays. They cause nothing but trouble. It's embarrassing!
364,Brandon Matuniak,"He will end this....
Lmao. Ok prophet"
365,Zetro 100,Pinnacle off YouTubing👌🏾
366,Adam Meek,taking off the mask when coming on. wot a foni.
367,Free4 Christ Emwanta,Uhn!!! He embraces thugs like.... @Joe 🤷‍♂️
368,irrelevant ideology,Hope over fear. 😂😂😅😂 The left is the largest fear mongerers EVER!
369,AC McGowan,"The majority of the American people. There is almost 400 million people in the USA.100 million voles is not enough.
I'm concerned about those numbers."
370,Jones Roman Dy,Four more years!!!💪💪💪🇺🇸🇺🇸🇺🇸
371,Bryce Nash,That first 7 minutes shows the difference between the two. Trump gives facts and numbers and biden just says oh people died it big trump fault
372,Christmas Love,thanks
373,Live Life,“We’re in the Endgame now “
374,Free 1,👧🏿 BIDEN  APPEARD AGITATED IN HIS RESPONSE TRUMP BEATEN BIDEN  TO THE FINISH  LINE💯💩🆗️
375,SAYO PRO,"Trump has to call on Putin cause Putin hires bounties to kill american soldiers? I see so, American soldiers a good and Russian soldiers are bad , ok"
376,T sudhakar,This is debt ?? In my telugu channels see once thqt is the debt
377,Joe Bloggs,BIDEN IS JUST HILLARY.2
378,Smiley.B Carve_M,"""The DIVIDED states of America"" 😶"
379,김형준,Why the woman supports biden?
380,Dominique Janse Van Rensburg,Every time trump talk I am just looking at his hands👈💪🏼 hahaha
381,Anantha Sai Nakkala,"I am not an American, but I am curious about this election 😎🤏🏽"
382,Audi Keef,😂😂😂😂 comedy 🎭 show
383,Steffen Byberg,Joe is a joke that plays off fear but positions himself as someone to not be.
384,Irho Irho,"Google larry bishop gaiters, people this is sick"
385,Tin Tin,God bless USA 🇺🇸🇺🇸🇺🇸❤️❤️❤️
386,Katherine,99.9% recover...dude that 0.1% matters too though!
387,Chexsum,when joe thinks everyone has a dead family member because of covert19... geek : well.. statistically speaking...
388,MR. Green Thumb Lawn Response,Tonight on USA. Old timers go head to head debating on who does a shitter job running the country into the ground.
389,RoRo The Unique Gamer,"Trump keeps expecting Biden to do things as if he was president.... yet, trump is president and doing less"
390,favela boy,Stand up comedy at it's finest
391,Mark Renzel Ramirez,I think a businessman knows how the world works rather than a politician
392,Theth Sam Aun,Hello
393,Ben Luxton,"Search ""Operation  Dark Winter "" this is what biden is talking about and planing ? that's very scary...."
394,saad ansari,"Universe 80% restored..
18 Rothschild max de lemons and boasts of time
Make us look like a fool%%%
40 days 23 hours 30 mins installed knoweledge"
395,Tape Chronicle,"'Who build the cages joe?'...Joe knows very well who did...Democrates behind most evil events in the history of the US, What a phony politician"
396,Image Collections,Biden sounds like he's going to start WW3 against Putin.
397,milka ajimo,I like Trump ohhh my goodness 🤣🤣🤣🤣🙏👌💝
398,Salvador Aguayo,Who built the Cages joe ? A the Democrats B Joe bitesC Obamss D All the above
399,A Bally Wit da Hoodie,Save the planet from global warming Joe
400,Jeffrey Slay,Thats a damn lie putan done told trump it was on the news
401,Bart Pickford,Nice to see Biden unveiling himself
402,Split,Give these clowns some cubes.
403,juhannussima teemukissa,lol biden actually thinks that trump is the cause for corona
404,anthony Sawyer,Who built the cages is what I wonder
405,Gyeoom 237,"I’m come from future:
Trumpp won bidenn ☠️"
406,PrueWyatt Tran,"She doesn't like 😂🥑 trump,she a biden voter"
407,Grace Keeps It Together,"17:00 at least Biden offered something Trump didn't offer a suggestions. T, wants things open yet not say who is researching ways to open businesses safely. My neices school opened only weeks ago, then closed cause teacher tested positive"
408,J,A promise from a politician is a pile of fiction
409,Jerry c.u.k Stanley,Joe Biden has no problem with murdering newborns That’s a red flag and a strong no from me
410,Nubiana Scales,SOOOOO is Kim Jung UN dead or naww??
411,b1ueocean,Biden + Pelosi + Trump = 231 years 😳
412,zelalem Bedlu,She was interrupting  them before the finished what they wanted to say. This is annoying.
413,Popo P,IT DID COME FROM CHINA!
414,Thug Irving,If Joe becomes the president then america will slip to no 2 or 3.So vote for Trump only
415,YPL Y.O.,This is like a madtv spoof.
416,james dampier,"From the very beginning, that was totally so fake how Biden walks out pulling a mask off as if he had been wearing it backstage. 
Excuse me sir, but your fake bull***t is showing."
417,Ilidio Almeida,Joy think in the future.  Trump  seems very dishonest to me.
418,J K,Good bye Biden or sleepy Joe.  World need person work on matters not get paid illegal money in family wide
419,LinksHopping Golfer,I live in New York... It is NOT a ghost town!
420,John Carr,"18:28 ""I dont look at this in terms of red states and blue states"" ""now look at the red states"""
421,iluvbabiepanda,What's wrong with plexi glass? I see this everywhere. I would feel much safer sitting next to a glass then a person idk if they have corona
422,Truong,9:49 biden : we should thank president of China. what??
423,Abdullah Rauf,they're both so gosh darned childish
424,Cyber420,I like how near the end Biden's anti dementia starts to wear off so he starts slow talking near the end
425,M.C Huskee,It's so bizarre and unbelievable that in 14 hours this does not have more than 200 thousand views. And arianas new mediocre music video has 17 million views within 21 hours roughly. It just says so incredibly much about the american society and the young generations of america. Very concerning.
426,David,Biden’s slurred speech suggests brain dysfunction
427,Kaka Omogbai,Why Donald Trump voice sound humble 😂😂😂
428,Mark Morrow,M.A.G.A
429,Goldenchild517,Lol #45
430,Thomas Tomato,"Joe Biden: I don't look at states in the way he does... blue states and red states... We're all the united states
Joe Biden, literally next sentence: Look at the states that are having a corona virus spike... THEY'RE THE RED STATES!"
431,Archie Webmaker,"Replace is a real thing. The Natives were replaced and that is a fact.
@"
432,Jade S,Fight to the death! Let these men pay the iron price.
433,Ktm pipe,No matter who wins this thing nothing gonna get done if Mitch McConnell still have his job
434,KARAOKE SYMPHONY Greatest Hits,Oh yeah
435,vaishnavi teja,President going through witch hunt when asked to pay tax...then what about meee...imagine how bad in a condition I am trump
436,Queen NaNa,But he has this thing about living in the basement😂🤣😂Trump is entertaining
437,Bektas Yalçın,thid id the best rap battle ever
438,Solitary Man,dont point your dirty fingers at us Sleep Joe
439,Yawz,100 years since the existence of FD made money from all menases around the world. they are vampires and have NO right to print money and are above the law !! WHO are these shareholders of FD? whoever they may be they have to give all their money back to the people 8 billion people divide that's what the american army should do !! and their FD shareholders owners MAY NOT set up other money systems like bitcon !! they have let humanity bloom to death and that must be over !!!!!!!!!!!
440,dav,"Im enjoying how half of the people In this comment section are smarter than these two. And the other half are clowning the two about the previous debate.
Cant wait to vote right guys and girls?"
441,milka ajimo,I like this!
442,Dionesio Lagas,I feel this host .she's Democrats
443,Katta,For Europe is so funny :)))
444,Zuanne Ramiso,"The question is what will be next with the pandemic, what are the plans . Why are they turning it around Trump, sounds like demolition strategy."
445,Khual Tonsing,"Trump is the best President ever since George Washington. Wake up American people, cast your precious Vote for Trump!"
446,BrandonTheHylian,Does anybody else want Rillaboom for smash?
447,kari anderson,Joe Blows  no way in hell is he naturally focused to speak this well all of a sudden.
448,Mitchy,It’s sad that this is entertaining
449,Prasanth MP,"trump is going to win , accept it or not ,its going to be the truth in few days."
450,Parker Hornung,Joe Biden is not the “Vice President” anymore.
451,Logan Washington,I actually think the moderator did a pretty good job with handling everything. The only thing she does bad in her position is show she clearly likes one candidate more than the other witch as a moderator ur not supposed to do but still great tho
452,David,"Joe: I don’t know where he comes from?
Trump: Queens..  😂😂"
453,Chevy Judd,Joe is a goof.
454,Emma Aarrali,"Donald Trump is the best president Amercans have ever had 
Hope they have their eyes open and vote him again"
455,40-Mile Desert Rat,There is a very big difference between terminating an event and walking out on an event. It was time to terminate that interview and to sweep out the garbage.
456,DAGRAFIX,i was a businessman doing business
457,Jeremy McTaggart,No more bailouts can't keep printing money! Open up damn states that keep these videos businesses closed..
458,Carol Ann Johnson,"Listen to his lies, I wish they could shut him off"
459,Dhiraj Joshi,"The easiest way to beat Joe is to have a debate that lasts longer than an hour. He was not only out of ideas, but also wind, and breathe. How is he going to stay through meetings longer than 15 minutes?"
460,I Am,That girl obviously is Biden team because she doesn’t let Trump finish
461,Hesron Suphai,Debate.. it show like make something Fighting.. Okk... I hope for the features it better rule. The American country it give hope to the whole world
462,Proud Cebu,Bidens initial statement killed himself. He blames trump rightaway. Its no different from other politicians in a democratic country.
463,Anye Lionel,"Biden just wishes to be called Mr President, he is ambitious rather than having a Vision"
464,Its Me Racoon,Ooooh boy here we go
465,SAYO PRO,Americans don't panic? Like... What? Are they super human or something?
466,Tensai,"10:13 haahhaha. Got to give it to Trump... He's a character, and possibly the most entertaining POTUS of all time. Much funnier than Bojo and his British ""experts""  (no contest). Trump's comedy is gold. Hopefully he will win. Out of Biden and Trump, assuming their competence is the same, at least vote the funnier person?"
467,Inna Jogern,Time to hold Joe with baby gloves.
468,Edwin Aguila,we dont need more people taking our jobs or benefits.
469,shotbboy,after watching both debates I can finally say I've switched from Democrat to Republican. Trump might be unlikable but he calls it what it is. especially the line about how he is not a typical politician
470,SPR YCEL,"Wow wow wow .... how we see the  “ United States of America “  ? 
 Or “ United States of (China ,Russia) “? 
Obama and this former wise president in big danger.. they may go jail!"
471,oiva angula,Hi
472,P R,Wow 4 years already..
473,Emmy Rose,So... Biden doesn't want to be in good relationships with other leaders of other countries? HMM.
474,Mr.E I,If minimum wage goes up across the us it equals inflation through the roof. Look at California.
475,HugoBossman,This is just a comedy show for the rest of the world to watch 🤣🤣🤣🤣🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿👀👀👀👀
476,Charlie Binks,I saw Biden vent he sus asf
477,Tadka Punjabi,This type of debate cannot be happened in india.. Because modi has no guts to face opposition party politician
478,The Weekly Gouigoar,"Well it was a lot better than the last one, they let each other speak for this one"
479,Tommy'sTenToneHammers,"The implications of Biden's unlikely inauguration address are the same repetative pipe-dreams and the same unenacted lip service & promises these Dems ALWAYS feed us.
Bottom line, Trump is the ONLY one whose EVER come through with his promises and made them work for us Americans!
TRUMP 2020!"
480,Prince A,*
481,Dylan Fraser,Democrats acting like joes gonna win and almost everyone in this comment section is making fun of him
482,Hedley Thorne,"Over here in England I thought we had leadership problems, but are these two really the best that America could come up with? Biden seems like an old wooden puppet and Trump is a petulant idiot who probably needs help spelling his own name.  And I thought Boris was bad."
483,NonStopMix,"Interesting... Take 2020 and divide by 666, it equals 30330, which coincidentally is the same # that Biden uses for his presidential campaign updates. 🤔"
484,leomartin666,She’s pretty hot for 44
485,Shawn Phan Photography & Film,"In a pandemic like this people want to be reassured they want to know that things are going to be okay and there is a plan in place. I know this is the debate but Biden seems to be more focused on just calling Trump on his Bullshit rather than his plan for the US. 

People do want to make America great again. I just want to side with the person not for all their flaws but more for their ambition to America back on the right track."
486,Carmela Zepeda,"Trump bragging about all the money the government has, but no ones getting any more stimulus."
487,Enock Nyirenda,This is what we need in Zambia. A BATTLE OF IDEOLOGIES. We need to bring ourselves to such a platform were our Leader sit to debate important issues affecting our Nation. We have a lot of smart people who can do wonders but the problem is that we have allowed ourselves to be under a spell of not wanting to think.
488,John Doe,"Almost none of these comments really matter. Jokes and funny, but useless, comparisons."
489,Ekaterini,So sad to see Communism just coming in like a thief in the night.
490,Dorothy Schumann,Ask about the stimulus check people need
491,anthony Sawyer,Industrial prison complex who profits from those industries ?
492,Best Art,Biden doesn’t know what to say
493,Ali Altun,Trump I guess wins again Biden sound dishonest even though I hate trump
494,Cisco De Leon,Anyone voting for the other people in the ballot?
495,Russell Libert,"May be true simply wants to remain rich and at the top of his industry and he wants to be rich in the greatest country in the world to spend and earn and i financially see what he's saying 
After listening to joe idk 
But if compassionate joe takes trumps plans  yea I said that "
496,Michanelle Davis,If people want to dooowriting doooyahnumber your and God his one body love ..... Let talk like im
497,J G,Why do y’all keep on muting him at the end of the questions when he’s answering I’m talking about Donald Trump
498,Kenny McCormack,My God. I'm up tonight and thought I would watch this. I'm Scottish so no preference but Biden will be a disaster he is a danger and could really start a war
499,jusua gannaban,Why the MC Always interrupt trump.haha
500,Thandiswa Bonani,As long as the government approves of the vaccine?  I would not trust those ones at all.
501,you noob,Beautiful 😎😎😂😂😂
502,BORED At HOME Shenannigans,Trump2020❤️
503,Saddam Khandaker,"#we_love_mohammad_ﷺ_challenge
#boycott_france_products_challenge
#boycoot_india
..."
504,Thison,Biden sounds like a mask-advetisement.
505,Daniel Lagerwaard,"Biden is one of the most scripted, 2 dimensional, fake characters I seen in a long time."
506,jahhsyt gaderss,PERVY JOE VS  HRNY TRUMP
507,Bek LaLEe RLP,DO NOT SELL OUR ISLAMIC RELIGION NAMES FOR YOUR POLITICAL INTERESTS
508,Liquid Trails,Biden’s tactic is... blame everything on trump even though he wouldn’t have done any better in his shoes.
509,A Bally Wit da Hoodie,How bout we get someone up there to say it's no such thing of covid but there is a flu of pneumonia going around and the people that are dying from it ( mostly elderly and babies) are being classed as death from covid-19  but really it's not! Young people immune system and whole body is way more healthy and strong than an elderly mans and a babys. END OF ITS FALSE INFO BUT STAY AT HOME THERE IS A LESS FATAL FLU GOING AROUND !
510,Dryer Machine,Biden’s favorite word is come on
511,Giovoni Lopez,they both need there sippy cups
512,Daina Cunningham,MARAJUANA IS THE CURE FOR COVID‼️‼️‼️‼️‼️‼️‼️
513,south side cwill,I don't  like  trump but I like  his swagger 🤗
514,Patrick Masterson,"Joe, my family hurts because yours screwed us!"
515,Elegant Odibo,"I'm from Nigeria, our politicians are in support of Biden. Don't trust anything that comes from a Nigerian politician. 
TRUMP all the Way!!"
516,misa amane,Okay but the moderator is hot sorry
517,John Jenison,Say no to Joe!!
518,NAVANEET YADU,अमेरिकी जनता किसको राष्ट्रपति देखना चाहता है??
519,Lee Lewin,"Biden wanted to say that China is building a new road to a new galaxy.
(28.00)"
520,Joseph Stinger,"23:00 ""Anyone who interferes with America will pay a price. See Hunter for current rates and possible bulk discounts."""
521,Mladen YT,Trump 46 : 4 Biden
522,kelownarealman,Whats the big issue with universal health care??  Socialism??  Americans dont even know what the word means.  There has been welfare for billionaires for years.
523,MIKHAEL Iskhandaar,Superb
524,Liliana-Rose Nightcore,uk's involved and the pope to lol
525,Next to forever ministry,Joe Is and always had been a Joke #TRUMP 2021 #JESUS 4EVER
526,Michanelle Davis,With out that power off a eagle 🦅 wecrypfrmswabiz
527,Milaz A,I fel asleep after 3 min
528,Capalex,Where's the timestamp guy?
529,František Světlík,C ' M O N
530,Adventure Small Villages,Amazing and good good good idea
531,SOLDADO DA LUZ,Go Trump!
532,Danny Whittingham,NHS
533,Sophia Jaggan,"Jesus 2020♥️. No matter who wins the election, Jesus still sits at the throne"
534,Ttehrag Eel,Trump is a genuine man. He is sincere.
535,Brina Potocnik,Vote the 🍊 out please
536,Caroline vasik,"Biden c est de la mise en scene , svp reffléchissez , lui c est le diable !!! VIVE TRUMP"
537,seniorarubia,Joe Bide:. I talked about his Chinaphopia 😂🤣
538,Curiously Inquisitive,"Biden speaks, moderator quiet
Trump speaks, we need to move on...."
539,theGeeks,I dont know why Biden makes me laugh so hard.
540,Luke Mhirizhonga,"Is there a serious succesful person who votes for Biden?
Most uninspiring candidate.
Trump is just exciting"
541,Rational Economic Man,"That lady is really annoying, always jumping in to save Joe"
542,REALLY JONEZ,Where is my stimulus
543,Jesse brown,WTF......An empty chair in every home wow
544,Jenny Hulme,He sounds like he’s slurring - Biden
545,Na Nu,"Why are so much ppl in USA so so so silly and vote for a brutal, exhausting rassist?  Looks like USA is the silliest country of the whole world!"
546,Billy Sims,“While he was selling pillows and sheets”😂Biden’s face
547,Darryl Gibson,Trump was on top of this within 30 days biden. He found out where it came from and our President addresses the situation immediately!
548,Tommy Browne,Stuttering joe
549,Buddy,Winter Is Coming
550,Paulo Alexandre,"While some fortunate who have been around prostitution business since they were 15 years old or even at the age of 10 are the actual raw model role for geographical fourth environment ambiental pseudo bio. ""revolution""  others who have done much more then just filling the body holes on a dayly bases, ( those the ""seconds"" ), are condemned to misery because bad governments management about ""virtues""."
551,Mary Ihle,Joe is just copying what Trump says just to TRYYY TO GET ELECTED~IT SINT GONNA HAPPEN!!  Too many people are AWAKE NOW JOE BLOW
552,Nik Zim,"Если вы не изберёте Трампа, то великой Америке придёт конец!!!"
553,DRrew,"If u choose Biden, then America will never ever become great, country like China, Russia, Iran will steal USA secret, pattern trademark, they could simply develop the weapons. But, under Trump, America will be more determine, to instill the value, to protect and uphold USA economy. A President like Trump is preferred."
554,Jordan Hartt,Biden’s psyche is such a mess
555,Bryan Santoyo,T R U M P   2 0 2 0
556,Peter Stoyanov,Scam
557,HiGh ArT AlErT,"If people of USA are not emotional fools and have the rational capacity to evaluate this debate, then this debate has hit the last nail in the coffin of Biden's presidency dream."
558,MagicWhip Yester,“ come on man” joe
559,Ktm pipe,Bernie was the right guy for the job 😥
560,Dragon Flies,Moderator says “we’re gunna move on” as soon as trump starts talking
561,Sundaram,Who is here for Trump??
562,Zilen,What did biden even say
563,Jake Taylor,We're getting dumber guys...
564,Awoke Abu,Down trup
565,Billiam,"looks odd, it's looks as if these comments came from Russia, Iran and China...."
566,Jesse brown,Finish your statement Joe! middle class and making less than ?????
567,NiggassaggiN,Trump looks like he bout to cry
568,WM English School,Two old men. Shame on them
569,Jamesy Smij,Joe Biden sounds like George Bush
570,Raymond Smallze,Biden keeps going on trump. He won't answer a single question
571,Joseph Winkler,Biden doesn’t answer a single question not one single question!
572,YaboiPlank,I heard something about wind being expensive and that's how I got into politics
573,Jennifer Ha,Joe's don't even have a plan for covid 19
574,caligraphic move,Anti covid19 drug is main pawn for American election.. 😁😁😁😁😁
575,Yuri KGB,11.40?  WTF? Glitch
576,ali islam,Love u trump vivo trump...
577,Brandon Matuniak,Bs Mf he is a liar!!
578,John Smith,I've been against Trump since the beginning...but the more research I do for myself...coupled with recent events...I'm leaning more towards Trump everyday.
579,Bryanbats2 yt,"There mad that 200,000 people have died  even though 8 million have gone it and about 7 million have survived. That super good number"
580,Rose E,"Interesting how COVID is the first topic.... I am sorry every time an election comes into play some type of issue always comes about. Also the flu has always been an issue yes I understand covid has been an issue but H1n1 and swine flu was a big issue too, but lock down and masks were not put into effect during that time, just saying."
581,Free 1,🧑 BIDEN  OBLIVIOUS- EVEN  RESISTANT 🤣😄😃
582,Bravo Mike Prophet,"We dont panic guys, Americans dont panic.

(For weeks straight: toilet paper becomes currency, food flying off the shelves, water bottles bought by the hundreds, hand sanitizer and masks out of stock, ammo and gun prices sky rocket and go out of stock, anti gunners buying guns)"
583,S Lee,🤔😬😴😕🙄
584,vaishnavi teja,Oh come on... how hard it is too choose the best out of the worst...we know who it is?
585,Saddam Khandaker,"#boycotted_all #French_products in #Bangladesh from today
📌
1)#Bic
2)#LOREAL"
586,Alejandro Castro,How much was this vaccine cost?
587,Richard Scruggs,Phony witch hunt lol
588,Hell Razor,Cmon man!
589,onehandgamer 13,Biden  is going to  force  everyone to  a mask on dictator.
590,Tommy Cox,Kim Jong-Un 2024!!
591,Kennon Williams,What yall going to do to the police and judges that are dry locking us up...and killing us because of Our race
592,auguricom,Just wearing mask is not enough
593,Anders Pedersen,The worlds biggest reality show..
594,Edwin Aguila,how about the hispanic people
595,RODEL BLANQUISCO MALIBIRAN,Biden your CAPUT!!! Cmon
596,michael Brown,"I made I guess a inappropriate comment about the moderator, YouTube deleted lol. I thought it was a compliment. Umm...can I at least say YUMMY!? Gosh..this #metoo movement be serious!"
597,Deus Nibyo,Ugandan watching from UAE
598,shirl selby,Who built the cages ?.... Biden did
599,Mr. BooYa,#herdimmunity
600,Game Bros,I think Biden won this debate guys .. I'm not writing this for Youtube to stop limiting my channels view.. No.. I genuinely think Biden is a great and Trump is bad.
601,Gabriel Lourenco,deveria ter um botao para clicar tradutor para traduzir qualquer lingua
602,Celynna Briones,Vote blue💙💙💙
603,David Khugaev,What he can do about corna virus...? He also Human
604,Renan Moraes,I´m pretty sure Biden will win this election
605,Batter Up,He keeps looking into the camera as if he is going to be president. Bahaha.
606,Honey Baadger,"Hearing them talking about foreign interference in the election is so funny.  Are American election so easy to be influenced by other countries? Everytime the same bullshit without any proofs. For example, last time they stated that Trump was a pro-Putin candidate. But what has Russia achieved so far with ""making Trump a president of the United States""? Nothing."
607,WICKEDLEE LOOPY,I cannot tell if this is a SNL skit or not..
608,Furqan Idrishi,After some year in dollars death is confirmed
609,0 2,The constitution does not say Women are created equal haha
610,Peter Stoyanov,Adrenochrome Addict illuminati
611,Francisca Winston,It may not matter where the virus originated...every leader had to demonstrate true leadership...for his People on a whole....
612,Faezma Faez,Both of them only puppets.
613,Uzma Bashir,Trump has no plan whatsoever but Biden has an actual plan
614,badworld02,"In terms of accomplishments in general, I think Trump accomplished more than Biden in all aspects."
615,luinkazofeifa,"I am from Costa Rica, and I am not biased in any way. All I can say is that I think that Biden won the debate. Trump did not provide any plan or ideas at all. He said what he or Biden did, not what he is going to do. I like his hair though"
616,wayne chapeltown,"When Binen looks at the camera - he lies,... when binden is on the back foot he speaks to the interviewer, binen would hurt the American people if he was elected... binen said give us a break, . his neck would be apt,"
617,Eliza j,Bring all the immigrants to Biden’s homes.
618,Allicat4,How is this guy still in leaderships
619,Ilja Dragunov,UFC Press Conference: Trump VS Biden!
620,Kennon Williams,What laws are u going to put in place to keep  us safe from the police ....are u going to punish the judicial branch for letting  the police take advantage  of blacks ...kills us when they want ...
621,Sunil Kumar G S,dont we have a better candidate from democrats?
622,Brenda Overholser,A paper boat for Joe Biden are they going to blame him for so many people died in this world are they going to have enough sense to know it's a good Lord not him has he ever caught the corona now he's taking his basement of his house so he can catch it he don't let nobody in to see him either
623,Billy Jesusworth,Is Biden wearing Mojo lenses....?
624,The Doctor,shes very good at her job. better then the first debate indeed
625,Johnathan Munoz,Joe biden..... a true lying politician
626,Charlie aak,328 million people in America and these are the two final candidates running for president.
627,PythonPlusPlus,Everyone is shouting which guy they think won the debate. Meanwhile I’m thinking about how America got stuck with a choice between 2 senile nutjobs
628,Angie Globetrotter,Oh he has a vaxine? nice!
629,Zakaro Fur,"Notice how she doesn’t interrupt Biden, but interrupts trump..."
630,Dima d,Puppet show with real dummy believers
631,shahdrah22,"I'm not an American, but Burden comes across poorly. 1 not a tactful comment with regards to teacher's. 2. Make Korea conform. Sounds like further war mongering from the Democrats.
Trumps not great, but Biden's Democrats are worst.
Only on immigration, did Biden come across sincere, but only slightly."
632,headachestudios1,Creepy Joe
633,magdolna darin,B i d e n ..... B i d e n
634,DEM0,Jesus H. Christ American politics are a goddamn circus. Everything is planned. We are all doomed no matter which of these jokers are elected.
